date,Baro_pressure,Ocean_wind,Local_wind,napa_flow_cfs,residual_m
2020-10-17 02:00:00+00:00,1013.2166666666667,-0.7629416109187911,1.260955041692909,0.0,-0.0011839974948679
2020-10-17 03:00:00+00:00,1013.0833333333334,-0.7135100740835729,1.0808701990755591,0.0,0.0014396925876548
2020-10-17 04:00:00+00:00,1012.9833333333335,-0.5802523531710261,0.8397037909953854,0.0,0.0070050549088295
2020-10-17 05:00:00+00:00,1012.9083333333333,-0.4855213853474438,0.6838189989657072,0.0,0.0132572424061693
2020-10-17 06:00:00+00:00,1012.8499999999999,-0.5683831319067943,0.5516102025410481,0.0,0.018676629752354
2020-10-17 07:00:00+00:00,1012.8083333333334,-0.5890322122741557,0.3911460136220586,0.0,0.0232885087226511
2020-10-17 08:00:00+00:00,1012.8083333333334,-0.5346071517649281,0.5567218330189497,0.0,0.0257213315928018
2020-10-17 09:00:00+00:00,1012.8583333333335,-0.6943107385566206,0.7426568644150908,0.0,0.0289354529680984
2020-10-17 10:00:00+00:00,1012.9083333333333,-0.821563132470256,0.9273006803154256,0.0,0.0325638588780807
2020-10-17 11:00:00+00:00,1013.0333333333333,-0.9702733738421645,1.0964499102657435,0.0,0.0372714243854601
2020-10-17 12:00:00+00:00,1013.225,-1.1216261227918247,1.250104554266721,0.0,0.0445239174752592
2020-10-17 13:00:00+00:00,1013.3833333333333,-1.1725876857893318,1.3882646123180205,0.0,0.0509204975032896
2020-10-17 14:00:00+00:00,1013.5,-1.1895594204808522,1.5431924174616196,0.0,0.0542880990414962
2020-10-17 15:00:00+00:00,1013.5833333333334,-1.1781796280545536,1.7623370066744695,0.0,0.0571786360809786
2020-10-17 16:00:00+00:00,1013.65,-1.294389364937553,1.9749970557854197,0.0,0.0621083400353357
2020-10-17 17:00:00+00:00,1013.6833333333334,-1.2410269984075006,2.1550868898401907,0.0,0.0689234207487445
2020-10-17 18:00:00+00:00,1013.7083333333334,-1.1067972110284054,2.2595117376382508,0.0,0.0740230591512552
2020-10-17 19:00:00+00:00,1013.7333333333332,-1.1179875711067084,2.203323401434542,0.0,0.07700465076116
2020-10-17 20:00:00+00:00,1013.7166666666667,-1.158934490334042,1.811987656223262,0.0,0.0785221305497683
2020-10-17 21:00:00+00:00,1013.6916666666666,-1.1058699944542978,1.2923460281322192,0.0,0.0761648407901228
2020-10-17 22:00:00+00:00,1013.65,-1.0178360962386157,0.9754972340101902,0.0,0.0655409447566958
2020-10-17 23:00:00+00:00,1013.5416666666666,-0.9203852043515258,0.9172098318977421,0.0,0.0554699881225014
2020-10-18 00:00:00+00:00,1013.4166666666666,-0.7900009193866264,0.8463529085085103,0.0,0.0492887297063509
2020-10-18 01:00:00+00:00,1013.3249999999999,-0.9778653268129287,0.7052355924586463,0.0,0.0445818342611722
2020-10-18 02:00:00+00:00,1013.2583333333333,-1.0656244032064988,0.4615955507043008,0.0,0.0382645684390513
2020-10-18 03:00:00+00:00,1013.2083333333334,-1.1101629872201848,0.06798374627226574,0.0,0.0360285592609441
2020-10-18 04:00:00+00:00,1013.1916666666666,-0.956775019712461,-0.325213437680964,0.0,0.0379404812257253
2020-10-18 05:00:00+00:00,1013.2166666666667,-0.8374272430222973,-0.5803512436167043,0.0,0.0413432226785849
2020-10-18 06:00:00+00:00,1013.25,-0.7869436514962681,-0.6543349003390286,0.0,0.04444987461001
2020-10-18 07:00:00+00:00,1013.3000000000001,-0.7519075268015225,-0.6013475213455655,0.0,0.0475962352557762
2020-10-18 08:00:00+00:00,1013.4333333333333,-0.6290845733423478,-0.29323198538058887,0.0,0.0458963604194504
2020-10-18 09:00:00+00:00,1013.6166666666667,-0.6456586349618146,0.0631701814315863,0.0,0.0408673131829585
2020-10-18 10:00:00+00:00,1013.8583333333335,-0.7411985631336799,0.13805147773624296,0.0,0.0387822495633917
2020-10-18 11:00:00+00:00,1014.1166666666668,-0.5650446616430947,-0.11015328405472206,0.0,0.0362456949133544
2020-10-18 12:00:00+00:00,1014.4166666666666,-0.58168031004464,-0.1679986470852843,0.0,0.0353462881010593
2020-10-18 13:00:00+00:00,1014.6999999999999,-0.46771519212161844,-0.051255686370305566,0.0,0.041207389350786
2020-10-18 14:00:00+00:00,1014.9833333333332,-0.5735336675519754,0.25298705748363876,0.0,0.0479682121104155
2020-10-18 15:00:00+00:00,1015.2666666666665,-0.615479114641659,0.5958713929015685,0.0,0.0501577367373465
2020-10-18 16:00:00+00:00,1015.4916666666667,-0.8289663837376593,0.9084127442490076,0.0,0.0512466993733957
2020-10-18 17:00:00+00:00,1015.6666666666666,-1.04735334693389,1.119844763414958,0.0,0.0555242944905689
2020-10-18 18:00:00+00:00,1015.8416666666667,-1.251865232701059,0.43601937641108757,0.0,0.0613737182799317
2020-10-18 19:00:00+00:00,1015.9833333333332,-1.2767248119164574,-0.024118555145481002,0.0,0.0649205053559601
2020-10-18 20:00:00+00:00,1016.0583333333334,-1.5316124806729496,-0.3725623429821312,0.0,0.0664351514518718
2020-10-18 21:00:00+00:00,1016.0500000000001,-1.6044856755519918,-0.6103015710528701,0.0,0.0682258041953912
2020-10-18 22:00:00+00:00,1016.0,-1.6662567994661195,-0.8414883961309051,0.0,0.0662389028509601
2020-10-18 23:00:00+00:00,1015.9249999999998,-1.7811861074899247,-0.8779178974329748,0.0,0.0580795163917621
2020-10-19 00:00:00+00:00,1015.7833333333333,-1.8507606349355117,-0.8100475857802966,0.0,0.0506946130881761
2020-10-19 01:00:00+00:00,1015.6416666666668,-1.768386142370539,-0.9023384075122082,0.0,0.045328479907716
2020-10-19 02:00:00+00:00,1015.5,-1.4567014639683915,-1.2663401667110423,0.0,0.0422666335646362
2020-10-19 03:00:00+00:00,1015.3416666666667,-1.2195464528276372,-1.595878457239891,0.0,0.0380757447154566
2020-10-19 04:00:00+00:00,1015.2369565217391,-0.9089225464921705,-1.9016537624498984,0.0,0.0375016695314444
2020-10-19 05:00:00+00:00,1015.1865942028988,-0.6846518112247976,-2.2244588168147463,0.0,0.0410610340382746
2020-10-19 06:00:00+00:00,1015.1405797101451,-0.4017101417910101,-1.7701455463409468,0.0,0.0436201579327729
2020-10-19 07:00:00+00:00,1015.1322463768116,-0.28863891230642436,-1.5669015693390664,0.0,0.043566856728174
