#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2024 01 01 22 10 246  1.4  2.9  2.83 12.12 10.43 279 1021.0  14.1 999.0  11.8 99.0 99.00 
2024 01 01 22 20 251  1.3  2.5 99.00 99.00 99.00 999 1021.0  14.2 999.0  11.9 99.0 99.00 
2024 01 01 22 30 260  1.5  3.0 99.00 99.00 99.00 999 1021.0  14.2 999.0  11.7 99.0 99.00 
2024 01 01 22 40 264  1.8  3.3  2.66 12.12 10.10 282 1021.0  14.2 999.0  11.9 99.0 99.00 
2024 01 01 22 50 267  1.9  3.5 99.00 99.00 99.00 999 1021.1  14.1 999.0  11.7 99.0 99.00 
2024 01 01 23 00 259  1.9  3.3 99.00 99.00 99.00 999 1021.1  14.1 999.0  11.8 99.0 99.00 
2024 01 01 23 10 263  1.8  3.4  2.78 12.90 10.45 277 1021.0  14.2 999.0  11.9 99.0 99.00 
2024 01 01 23 20 268  1.5  2.9 99.00 99.00 99.00 999 1020.9  14.3 999.0  11.7 99.0 99.00 
2024 01 01 23 30 287  0.8  2.3 99.00 99.00 99.00 999 1020.8  14.5 999.0  11.7 99.0 99.00 
2024 01 01 23 40 288  0.9  2.3  2.77 12.12 10.62 270 1021.0  14.7 999.0  11.9 99.0 99.00 
2024 01 01 23 50 286  1.5  3.0 99.00 99.00 99.00 999 1021.0  14.5 999.0  11.7 99.0 99.00 
2024 01 02 00 00 277  2.2  3.8 99.00 99.00 99.00 999 1021.2  14.2 999.0  11.7 99.0 99.00 
2024 01 02 00 10 278  2.8  4.3  2.47 12.12  9.97 276 1021.3  14.1 999.0  11.8 99.0 99.00 
2024 01 02 00 20 277  2.8  4.2 99.00 99.00 99.00 999 1021.3  14.1 999.0  11.8 99.0 99.00 
2024 01 02 00 30 278  2.7  4.7 99.00 99.00 99.00 999 1021.2  14.0 999.0  11.8 99.0 99.00 
2024 01 02 00 40 279  3.0  4.6  2.79 12.12 10.48 282 1021.3  13.8 999.0  11.7 99.0 99.00 
2024 01 02 00 50 279  3.4  5.0 99.00 99.00 99.00 999 1021.4  13.7 999.0  11.7 99.0 99.00 
2024 01 02 01 00 277  3.6  5.1 99.00 99.00 99.00 999 1021.4  13.7 999.0  11.8 99.0 99.00 
2024 01 02 01 10 280  3.8  5.3  2.46 11.43 10.14 273 1021.5  13.7 999.0  11.8 99.0 99.00 
2024 01 02 01 20 282  4.0  5.8 99.00 99.00 99.00 999 1021.5  13.7 999.0  11.8 99.0 99.00 
2024 01 02 01 30 283  3.9  5.4 99.00 99.00 99.00 999 1021.6  13.7 999.0  11.7 99.0 99.00 
2024 01 02 01 40 291  3.7  5.2  2.52 12.12 10.50 269 1021.6  13.7 999.0  11.8 99.0 99.00 
2024 01 02 01 50 288  3.8  5.4 99.00 99.00 99.00 999 1021.6  13.7 999.0  11.8 99.0 99.00 
2024 01 02 02 00 289  3.6  5.3 99.00 99.00 99.00 999 1021.7  13.7 999.0  12.0 99.0 99.00 
2024 01 02 02 10 296  3.8  5.4  2.67 10.81  9.96 278 1021.6  13.6 999.0  11.7 99.0 99.00 
2024 01 02 02 20 296  3.4  4.5 99.00 99.00 99.00 999 1021.6  13.7 999.0  11.8 99.0 99.00 
2024 01 02 02 30 299  3.5  5.0 99.00 99.00 99.00 999 1021.7  13.7 999.0  11.7 99.0 99.00 
2024 01 02 02 40 299  3.4  5.1  2.78 12.12 10.08 278 1021.8  13.6 999.0  11.7 99.0 99.00 
2024 01 02 02 50 301  3.2  4.9 99.00 99.00 99.00 999 1021.8  13.7 999.0  11.9 99.0 99.00 
2024 01 02 03 00 298  3.2  4.9 99.00 99.00 99.00 999 1021.8  13.6 999.0  11.7 99.0 99.00 
2024 01 02 03 10 301  3.2  4.3  2.60 10.81  9.85 289 1021.9  13.7 999.0  11.8 99.0 99.00 
2024 01 02 03 20 300  3.4  5.1 99.00 99.00 99.00 999 1021.9  13.7 999.0  11.9 99.0 99.00 
2024 01 02 03 30 308  3.3  4.8 99.00 99.00 99.00 999 1021.9  13.7 999.0  11.9 99.0 99.00 
2024 01 02 03 40 309  3.2  4.7  2.56 12.12 10.30 270 1022.0  13.6 999.0  11.8 99.0 99.00 
2024 01 02 03 50 315  3.1  4.3 99.00 99.00 99.00 999 1022.0  13.6 999.0  11.7 99.0 99.00 
2024 01 02 04 00 323  2.7  4.1 99.00 99.00 99.00 999 1021.9  13.6 999.0  11.8 99.0 99.00 
2024 01 02 04 10 319  2.6  4.0  2.63 10.81  9.83 279 1021.9  13.6 999.0  11.6 99.0 99.00 
2024 01 02 04 20 317  2.3  3.9 99.00 99.00 99.00 999 1022.0  13.6 999.0  11.6 99.0 99.00 
2024 01 02 04 30 316  2.1  3.2 99.00 99.00 99.00 999 1022.0  13.6 999.0  11.6 99.0 99.00 
2024 01 02 04 40 321  1.7  2.9  2.39 10.81  9.75 279 1021.9  13.6 999.0  11.6 99.0 99.00 
2024 01 02 04 50 326  1.4  2.4 99.00 99.00 99.00 999 1022.0  13.6 999.0  11.5 99.0 99.00 
2024 01 02 05 00 330  1.2  2.3 99.00 99.00 99.00 999 1021.8  13.6 999.0  11.6 99.0 99.00 
2024 01 02 05 10 342  0.9  1.8  2.52 10.81  9.94 275 1021.7  13.6 999.0  11.6 99.0 99.00 
2024 01 02 05 20   4  0.6  1.5 99.00 99.00 99.00 999 1021.7  13.6 999.0  11.6 99.0 99.00 
2024 01 02 05 30  28  0.6  1.8 99.00 99.00 99.00 999 1021.7  13.5 999.0  11.5 99.0 99.00 
2024 01 02 05 40  31  0.4  1.8  2.35 11.43  9.80 265 1021.7  13.5 999.0  11.5 99.0 99.00 
2024 01 02 05 50  21  0.1  1.4 99.00 99.00 99.00 999 1021.7  13.5 999.0  11.4 99.0 99.00 
2024 01 02 06 00 317  0.1  1.2 99.00 99.00 99.00 999 1021.9  13.5 999.0  11.5 99.0 99.00 
2024 01 02 06 10 114  0.1  1.4  2.42 11.43  9.62 273 1021.9  13.5 999.0  11.5 99.0 99.00 
2024 01 02 06 20 151  0.2  1.3 99.00 99.00 99.00 999 1021.9  13.5 999.0  11.4 99.0 99.00 
2024 01 02 06 30 188  0.3  1.2 99.00 99.00 99.00 999 1022.1  13.5 999.0  11.5 99.0 99.00 
2024 01 02 06 40 191  0.4  1.3  2.61 10.81  9.83 274 1022.2  13.5 999.0  11.5 99.0 99.00 
2024 01 02 06 50 203  0.5  1.5 99.00 99.00 99.00 999 1022.3  13.5 999.0  11.5 99.0 99.00 
2024 01 02 07 00 210  0.5  1.7 99.00 99.00 99.00 999 1022.3  13.5 999.0  11.5 99.0 99.00 
2024 01 02 07 10 219  0.3  1.3  2.55 12.12  9.97 276 1022.2  13.5 999.0  11.6 99.0 99.00 
2024 01 02 07 20 171  0.3  1.6 99.00 99.00 99.00 999 1022.2  13.5 999.0  11.5 99.0 99.00 
2024 01 02 07 30 131  0.8  2.7 99.00 99.00 99.00 999 1022.0  13.5 999.0  11.5 99.0 99.00 
2024 01 02 07 40 106  1.4  2.9  2.39 11.43  9.42 283 1021.9  13.5 999.0  11.6 99.0 99.00 
2024 01 02 07 50  98  1.1  2.6 99.00 99.00 99.00 999 1021.9  13.5 999.0  11.5 99.0 99.00 
2024 01 02 08 00 108  1.2  2.8 99.00 99.00 99.00 999 1021.9  13.5 999.0  11.6 99.0 99.00 
2024 01 02 08 10 115  1.2  3.0  2.57 10.81  9.80 272 1021.9  13.5 999.0  11.6 99.0 99.00 
2024 01 02 08 20 144  0.9  1.9 99.00 99.00 99.00 999 1022.0  13.5 999.0  11.6 99.0 99.00 
2024 01 02 08 30 158  1.2  2.3 99.00 99.00 99.00 999 1022.0  13.5 999.0  11.5 99.0 99.00 
2024 01 02 08 40 162  1.4  3.0  2.56 12.90  9.93 283 1021.9  13.5 999.0  11.5 99.0 99.00 
2024 01 02 08 50 152  1.6  3.0 99.00 99.00 99.00 999 1021.8  13.5 999.0  11.6 99.0 99.00 
2024 01 02 09 00 149  1.9  3.4 99.00 99.00 99.00 999 1021.6  13.5 999.0  11.6 99.0 99.00 
2024 01 02 09 10 133  2.4  4.3  2.70 11.43 10.04 272 1021.4  13.5 999.0  11.6 99.0 99.00 
2024 01 02 09 20 131  2.6  4.3 99.00 99.00 99.00 999 1021.2  13.5 999.0  11.8 99.0 99.00 
2024 01 02 09 30 130  3.2  4.8 99.00 99.00 99.00 999 1021.1  13.5 999.0  11.9 99.0 99.00 
2024 01 02 09 40 136  3.2  5.3  2.55 10.81  9.45 277 1021.1  13.5 999.0  12.0 99.0 99.00 
2024 01 02 09 50 132  3.4  5.1 99.00 99.00 99.00 999 1021.2  13.5 999.0  12.1 99.0 99.00 
2024 01 02 10 00 139  3.5  5.3 99.00 99.00 99.00 999 1021.3  13.4 999.0  12.3 99.0 99.00 
2024 01 02 10 10 137  3.9  6.4  2.96 12.12 10.28 278 1021.3  13.3 999.0  12.2 99.0 99.00 
2024 01 02 10 20 132  4.1  5.6 99.00 99.00 99.00 999 1021.2  13.3 999.0  12.0 99.0 99.00 
2024 01 02 10 30 136  3.9  5.6 99.00 99.00 99.00 999 1021.3  13.4 999.0  12.0 99.0 99.00 
2024 01 02 10 40 135  4.0  6.0  2.71 12.12 10.20 272 1021.3  13.4 999.0  12.2 99.0 99.00 
2024 01 02 10 50 141  4.1  5.9 99.00 99.00 99.00 999 1021.3  13.4 999.0  12.3 99.0 99.00 
2024 01 02 11 00 131  4.2  6.0 99.00 99.00 99.00 999 1021.2  13.4 999.0  12.3 99.0 99.00 
2024 01 02 11 10 137  4.1  6.2  2.89 13.79  9.95 271 1021.3  13.4 999.0  12.3 99.0 99.00 
2024 01 02 11 20 139  4.2  6.3 99.00 99.00 99.00 999 1021.3  13.4 999.0  12.3 99.0 99.00 
2024 01 02 11 30 143  4.1  5.6 99.00 99.00 99.00 999 1021.4  13.5 999.0  12.0 99.0 99.00 
