#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2024 05 01 18 00 316 12.1 14.7 99.00 99.00 99.00 999 1017.5  10.5 999.0   8.4 99.0 99.00 
2024 05 01 18 10 314 12.0 15.0  2.82  9.09  6.38 319 1017.5  10.5 999.0   8.5 99.0 99.00 
2024 05 01 18 20 312 12.2 14.7 99.00 99.00 99.00 999 1017.5  10.6 999.0   8.4 99.0 99.00 
2024 05 01 18 30 311 12.7 16.0 99.00 99.00 99.00 999 1017.4  10.7 999.0   8.2 99.0 99.00 
2024 05 01 18 40 310 12.7 15.7  3.12  9.09  6.51 318 1017.3  10.7 999.0   8.1 99.0 99.00 
2024 05 01 18 50 309 13.1 16.4 99.00 99.00 99.00 999 1017.1  10.7 999.0   8.1 99.0 99.00 
2024 05 01 19 00 310 13.2 17.0 99.00 99.00 99.00 999 1017.1  10.7 999.0   8.1 99.0 99.00 
2024 05 01 19 10 312 13.0 16.9  2.89 10.00  6.31 311 1017.1  10.7 999.0   8.2 99.0 99.00 
2024 05 01 19 20 314 12.9 15.8 99.00 99.00 99.00 999 1017.0  10.7 999.0   8.3 99.0 99.00 
2024 05 01 19 30 313 12.8 16.2 99.00 99.00 99.00 999 1017.0  10.8 999.0   8.3 99.0 99.00 
2024 05 01 19 40 314 12.8 15.5  2.84  8.33  6.03 324 1016.9  10.8 999.0   8.4 99.0 99.00 
2024 05 01 19 50 314 12.5 16.4 99.00 99.00 99.00 999 1016.9  10.8 999.0   8.3 99.0 99.00 
2024 05 01 20 00 314 12.5 16.2 99.00 99.00 99.00 999 1016.8  10.8 999.0   8.2 99.0 99.00 
2024 05 01 20 10 314 12.6 16.0  2.78  7.69  5.99 316 1016.6  10.9 999.0   8.2 99.0 99.00 
2024 05 01 20 20 313 12.6 15.3 99.00 99.00 99.00 999 1016.4  10.9 999.0   8.2 99.0 99.00 
2024 05 01 20 30 313 13.1 16.4 99.00 99.00 99.00 999 1016.2  10.9 999.0   8.3 99.0 99.00 
2024 05 01 20 40 311 13.7 17.1  2.93  9.09  6.17 317 1016.1  10.9 999.0   8.3 99.0 99.00 
2024 05 01 20 50 313 13.8 17.2 99.00 99.00 99.00 999 1016.2  10.9 999.0   8.4 99.0 99.00 
2024 05 01 21 00 315 13.7 16.3 99.00 99.00 99.00 999 1016.1  10.9 999.0   8.5 99.0 99.00 
2024 05 01 21 10 314 13.9 18.6  2.98  8.33  6.20 320 1015.8  10.9 999.0   8.5 99.0 99.00 
2024 05 01 21 20 314 14.8 18.9 99.00 99.00 99.00 999 1015.8  10.9 999.0   8.4 99.0 99.00 
2024 05 01 21 30 313 15.3 18.7 99.00 99.00 99.00 999 1015.7  11.0 999.0   8.4 99.0 99.00 
2024 05 01 21 40 313 15.2 19.1  3.04  8.33  5.96 326 1015.6  11.0 999.0   8.4 99.0 99.00 
2024 05 01 21 50 314 14.6 18.4 99.00 99.00 99.00 999 1015.6  11.0 999.0   8.5 99.0 99.00 
2024 05 01 22 00 313 14.6 18.3 99.00 99.00 99.00 999 1015.7  11.0 999.0   8.4 99.0 99.00 
2024 05 01 22 10 313 14.9 18.1  3.12  8.33  6.06 322 1015.6  11.1 999.0   8.3 99.0 99.00 
2024 05 01 22 20 314 14.8 18.8 99.00 99.00 99.00 999 1015.5  11.1 999.0   8.2 99.0 99.00 
2024 05 01 22 30 313 15.0 18.9 99.00 99.00 99.00 999 1015.5  11.1 999.0   8.2 99.0 99.00 
2024 05 01 22 40 312 15.4 19.0  3.07  7.14  5.93 318 1015.2  11.1 999.0   8.2 99.0 99.00 
2024 05 01 22 50 312 16.1 19.1 99.00 99.00 99.00 999 1015.3  11.1 999.0   8.1 99.0 99.00 
2024 05 01 23 00 311 15.3 18.7 99.00 99.00 99.00 999 1015.3  11.1 999.0   8.2 99.0 99.00 
2024 05 01 23 10 310 15.0 19.3  3.00  8.33  6.00 320 1015.1  11.1 999.0   8.2 99.0 99.00 
2024 05 01 23 20 309 14.7 19.1 99.00 99.00 99.00 999 1015.0  11.1 999.0   8.2 99.0 99.00 
2024 05 01 23 30 310 15.3 19.0 99.00 99.00 99.00 999 1014.8  11.1 999.0   8.2 99.0 99.00 
2024 05 01 23 40 310 15.2 19.2  3.16  9.09  6.11 318 1014.8  11.1 999.0   8.1 99.0 99.00 
2024 05 01 23 50 311 15.3 18.7 99.00 99.00 99.00 999 1014.9  11.1 999.0   8.0 99.0 99.00 
2024 05 02 00 00 312 15.3 18.6 99.00 99.00 99.00 999 1014.8  11.1 999.0   8.1 99.0 99.00 
2024 05 02 00 10 312 15.8 20.7  3.11  8.33  6.12 320 1014.7  11.2 999.0   8.2 99.0 99.00 
