#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2024 07 16 21 10 190  1.0  2.0   0.9    MM   8.3 207 1017.5  15.9    MM  14.2   MM   MM    MM
2024 07 16 21 00 180  1.0  2.0    MM    MM    MM  MM 1017.5  16.0    MM  14.3   MM +0.3    MM
2024 07 16 20 50 200  1.0  2.0   0.8    16   7.7 188 1017.5  15.9    MM  14.3   MM   MM    MM
2024 07 16 20 40 200  1.0  2.0    MM    MM    MM  MM 1017.5  15.9    MM  14.3   MM   MM    MM
2024 07 16 20 30 180  1.0  2.0    MM    MM    MM  MM 1017.5  16.0    MM  14.1   MM   MM    MM
2024 07 16 20 20 160  1.0  2.0   0.7    16   7.5 226 1017.5  16.1    MM  14.1   MM   MM    MM
2024 07 16 20 10 160  1.0  1.0   0.7    MM   7.5 226 1017.5  16.2    MM  13.9   MM   MM    MM
2024 07 16 20 00  MM  0.0  1.0    MM    MM    MM  MM 1017.5  16.2    MM  14.1   MM +0.6    MM
2024 07 16 19 50 130  1.0  2.0   0.8    16   7.2 238 1017.5  15.8    MM  13.9   MM   MM    MM
2024 07 16 19 40 120  1.0  1.0    MM    MM    MM  MM 1017.5  15.7    MM  13.9   MM   MM    MM
2024 07 16 19 30 120  1.0  2.0    MM    MM    MM  MM 1017.5  15.5    MM  13.8   MM   MM    MM
2024 07 16 19 20 120  1.0  2.0   0.8     8   7.2 307 1017.4  15.3    MM  13.7   MM   MM    MM
2024 07 16 19 10 120  1.0  2.0    MM    MM    MM  MM 1017.4  15.1    MM  13.6   MM   MM    MM
2024 07 16 19 00 110  1.0  2.0    MM    MM    MM  MM 1017.4  15.1    MM  13.7   MM +0.7    MM
2024 07 16 18 50  90  2.0  3.0   0.9    17   7.7 216 1017.4  14.9    MM  13.6   MM   MM    MM
2024 07 16 18 40  90  2.0  3.0    MM    MM    MM  MM 1017.4  14.8    MM  13.6   MM   MM    MM
2024 07 16 18 30 100  2.0  3.0    MM    MM    MM  MM 1017.3  14.7    MM  13.5   MM   MM    MM
2024 07 16 18 20  90  2.0  2.0   0.8    16   7.4 221 1017.3  14.7    MM  13.5   MM   MM    MM
2024 07 16 18 10  90  2.0  3.0   0.8    MM   7.4 221 1017.3  14.8    MM  13.5   MM   MM    MM
2024 07 16 18 00 100  2.0  2.0    MM    MM    MM  MM 1017.2  14.9    MM  13.4   MM +0.7    MM
2024 07 16 17 50  80  2.0  3.0   0.9    17   8.0 225 1017.1  14.7    MM  13.3   MM   MM    MM
2024 07 16 17 40  70  1.0  2.0    MM    MM    MM  MM 1017.1  14.6    MM  13.3   MM   MM    MM
2024 07 16 17 30  80  2.0  2.0    MM    MM    MM  MM 1017.1  14.5    MM  13.2   MM   MM    MM
2024 07 16 17 20  60  2.0  2.0   0.9     8   7.5 294 1017.0  14.4    MM  13.2   MM   MM    MM
2024 07 16 17 10  60  2.0  3.0   0.9    MM   7.5 294 1017.0  14.4    MM  13.2   MM   MM    MM
2024 07 16 17 00  50  2.0  3.0    MM    MM    MM  MM 1016.9  14.5    MM  13.2   MM +0.9    MM
2024 07 16 16 50  60  2.0  3.0   0.9    17   7.3 220 1016.9  14.7    MM  13.4   MM   MM    MM
2024 07 16 16 40  60  2.0  3.0    MM    MM    MM  MM 1016.9  14.8    MM  13.3   MM   MM    MM
2024 07 16 16 30  70  1.0  2.0    MM    MM    MM  MM 1016.9  14.8    MM  13.2   MM   MM    MM
2024 07 16 16 20  60  1.0  2.0   1.0     8   7.6 303 1016.9  14.9    MM  13.2   MM   MM    MM
2024 07 16 16 10  80  1.0  2.0    MM    MM    MM  MM 1016.9  15.1    MM  13.2   MM   MM    MM
2024 07 16 16 00  60  2.0  3.0    MM    MM    MM  MM 1016.9  14.6    MM  13.1   MM +0.8    MM
2024 07 16 15 50  60  1.0  2.0   0.9    17   7.4 213 1016.9  14.6    MM  13.1   MM   MM    MM
2024 07 16 15 40  60  1.0  2.0    MM    MM    MM  MM 1016.8  14.5    MM  13.1   MM   MM    MM
2024 07 16 15 30  50  1.0  2.0    MM    MM    MM  MM 1016.8  14.6    MM  13.1   MM   MM    MM
2024 07 16 15 20  50  2.0  2.0   0.9    17   7.4 250 1016.7  14.6    MM  13.1   MM   MM    MM
2024 07 16 15 10  40  2.0  2.0   0.9    MM   7.4 250 1016.6  14.6    MM  13.2   MM   MM    MM
2024 07 16 15 00  50  2.0  2.0    MM    MM    MM  MM 1016.6  14.4    MM  13.1   MM +0.9    MM
2024 07 16 14 50  50  2.0  2.0   0.9     8   7.2 308 1016.5  14.4    MM  13.1   MM   MM    MM
2024 07 16 14 40  60  2.0  2.0    MM    MM    MM  MM 1016.4  14.4    MM  13.0   MM   MM    MM
2024 07 16 14 30  60  2.0  2.0    MM    MM    MM  MM 1016.3  14.3    MM  12.8   MM   MM    MM
2024 07 16 14 20  70  2.0  3.0   0.9    17   7.6 216 1016.1  14.2    MM  13.0   MM   MM    MM
2024 07 16 14 10  50  2.0  2.0   0.9    MM   7.6 216 1016.1  14.1    MM  12.9   MM   MM    MM
2024 07 16 14 00  50  2.0  2.0    MM    MM    MM  MM 1016.0  13.9    MM  12.7   MM +0.4    MM
2024 07 16 13 50  50  2.0  3.0   1.0    17   7.5 203 1016.0  13.8    MM  12.7   MM   MM    MM
2024 07 16 13 40  50  2.0  2.0    MM    MM    MM  MM 1016.0  13.8    MM  12.8   MM   MM    MM
2024 07 16 13 30  30  2.0  2.0    MM    MM    MM  MM 1016.0  13.6    MM  12.6   MM   MM    MM
2024 07 16 13 20  30  2.0  2.0   1.0     7   7.2 306 1016.0  13.5    MM  12.6   MM   MM    MM
2024 07 16 13 10  30  2.0  2.0   1.0    MM   7.2 306 1015.9  13.4    MM  12.6   MM   MM    MM
2024 07 16 13 00  30  2.0  2.0    MM    MM    MM  MM 1016.0  13.4    MM  12.5   MM +0.4    MM
2024 07 16 12 50  20  2.0  3.0   1.0     7   7.1 310 1016.0  13.4    MM  12.5   MM   MM    MM
2024 07 16 12 40  30  2.0  2.0    MM    MM    MM  MM 1015.9  13.4    MM  12.6   MM   MM    MM
2024 07 16 12 30  30  2.0  2.0    MM    MM    MM  MM 1015.8  13.4    MM  12.6   MM   MM    MM
2024 07 16 12 20  30  2.0  2.0   1.0     8   7.1 305 1015.8  13.5    MM  12.6   MM   MM    MM
2024 07 16 12 10  20  2.0  2.0   1.0    MM   7.1 305 1015.7  13.5    MM  12.4   MM   MM    MM
2024 07 16 12 00  10  2.0  2.0    MM    MM    MM  MM 1015.7  13.5    MM  12.4   MM +0.0    MM
2024 07 16 11 50  20  1.0  3.0   1.0     8   7.3 305 1015.7  13.6    MM  12.5   MM   MM    MM
2024 07 16 11 40  MM  0.0  1.0    MM    MM    MM  MM 1015.6  13.7    MM  12.7   MM   MM    MM
2024 07 16 11 30  10  1.0  2.0    MM    MM    MM  MM 1015.5  13.5    MM  12.6   MM   MM    MM
2024 07 16 11 20  10  2.0  2.0   0.9     8   7.2 310 1015.5  13.4    MM  12.6   MM   MM    MM
2024 07 16 11 10  10  1.0  2.0   0.9    MM   7.2 310 1015.5  13.3    MM  12.5   MM   MM    MM
2024 07 16 11 00  10  1.0  2.0    MM    MM    MM  MM 1015.5  13.2    MM  12.4   MM +0.0    MM
2024 07 16 10 50 360  1.0  2.0   1.1     7   7.3 303 1015.6  13.2    MM  12.2   MM   MM    MM
2024 07 16 10 40 340  1.0  2.0    MM    MM    MM  MM 1015.6  13.3    MM  12.3   MM   MM    MM
2024 07 16 10 30 330  1.0  2.0    MM    MM    MM  MM 1015.6  13.1    MM  12.3   MM   MM    MM
2024 07 16 10 20 270  1.0  2.0   1.0     8   7.3 314 1015.6  12.9    MM  12.2   MM   MM    MM
2024 07 16 10 10 270  1.0  2.0   1.0    MM   7.3 314 1015.6  12.8    MM  12.2   MM   MM    MM
2024 07 16 10 00 290  1.0  2.0    MM    MM    MM  MM 1015.6  12.7    MM  12.2   MM -0.4    MM
2024 07 16 09 50 270  1.0  2.0   1.0     8   7.4 311 1015.6  12.6    MM  12.1   MM   MM    MM
2024 07 16 09 40 260  1.0  1.0    MM    MM    MM  MM 1015.6  12.6    MM  12.1   MM   MM    MM
2024 07 16 09 30 310  1.0  1.0    MM    MM    MM  MM 1015.5  12.6    MM  12.1   MM   MM    MM
2024 07 16 09 20 300  1.0  1.0   1.0     8   7.3 303 1015.6  12.6    MM  12.1   MM   MM    MM
2024 07 16 09 10 290  1.0  1.0   1.0    MM   7.3 303 1015.5  12.6    MM  12.1   MM   MM    MM
2024 07 16 09 00 280  1.0  1.0    MM    MM    MM  MM 1015.6  12.7    MM  12.2   MM -0.5    MM
2024 07 16 08 50 290  1.0  1.0   1.0     8   7.5 305 1015.7  12.7    MM  12.2   MM   MM    MM
2024 07 16 08 40 290  1.0  2.0    MM    MM    MM  MM 1015.7  12.8    MM  12.3   MM   MM    MM
2024 07 16 08 30 270  1.0  2.0    MM    MM    MM  MM 1015.7  12.8    MM  12.3   MM   MM    MM
2024 07 16 08 20 260  1.0  2.0   0.9     8   7.3 306 1015.7  12.9    MM  12.3   MM   MM    MM
2024 07 16 08 10 250  2.0  2.0   0.9    MM   7.3 306 1015.7  12.9    MM  12.4   MM   MM    MM
2024 07 16 08 00 250  1.0  2.0    MM    MM    MM  MM 1015.8  13.0    MM  12.4   MM -0.4    MM
2024 07 16 07 50 250  1.0  1.0   1.0     8   7.2 310 1015.9  13.0    MM  12.4   MM   MM    MM
2024 07 16 07 40 250  1.0  1.0   1.0    MM   7.2 310 1016.0  13.0    MM  12.3   MM   MM    MM
2024 07 16 07 30 240  1.0  1.0    MM    MM    MM  MM 1016.0  13.1    MM  12.4   MM   MM    MM
2024 07 16 07 20 250  1.0  1.0   1.0    17   7.5 224 1016.0  13.2    MM  12.5   MM   MM    MM
2024 07 16 07 10 260  1.0  1.0   1.0    MM   7.5 224 1016.0  13.1    MM  12.4   MM   MM    MM
2024 07 16 07 00 260  1.0  1.0    MM    MM    MM  MM 1016.0  13.1    MM  12.4   MM +0.0    MM
2024 07 16 06 50 250  1.0  1.0   0.8     8   7.0 307 1016.1  13.1    MM  12.4   MM   MM    MM
2024 07 16 06 40 250  1.0  1.0    MM    MM    MM  MM 1016.1  13.1    MM  12.4   MM   MM    MM
2024 07 16 06 30 260  1.0  1.0    MM    MM    MM  MM 1016.1  13.1    MM  12.4   MM   MM    MM
2024 07 16 06 20 270  1.0  1.0   0.8     8   6.7 307 1016.1  13.1    MM  12.4   MM   MM    MM
2024 07 16 06 10 280  1.0  1.0    MM    MM    MM  MM 1016.1  13.1    MM  12.4   MM   MM    MM
2024 07 16 06 00 260  1.0  1.0    MM    MM    MM  MM 1016.1  13.1    MM  12.4   MM +0.3    MM
2024 07 16 05 50 280  1.0  2.0   0.9     8   7.0 299 1016.1  13.0    MM  12.3   MM   MM    MM
2024 07 16 05 40 270  1.0  2.0    MM    MM    MM  MM 1016.1  13.1    MM  12.4   MM   MM    MM
2024 07 16 05 30 260  2.0  2.0    MM    MM    MM  MM 1016.2  13.2    MM  12.5   MM   MM    MM
2024 07 16 05 20 270  2.0  2.0   0.8    17   7.3 249 1016.2  13.1    MM  12.4   MM   MM    MM
2024 07 16 05 10 280  2.0  2.0   0.8    MM   7.3 249 1016.2  13.1    MM  12.4   MM   MM    MM
2024 07 16 05 00 280  2.0  2.0    MM    MM    MM  MM 1016.2  13.1    MM  12.4   MM +0.4    MM
2024 07 16 04 50 270  2.0  2.0   0.9     8   7.3 291 1016.2  13.2    MM  12.5   MM   MM    MM
2024 07 16 04 40 280  2.0  2.0    MM    MM    MM  MM 1016.1  13.2    MM  12.5   MM   MM    MM
2024 07 16 04 30 280  2.0  2.0    MM    MM    MM  MM 1016.2  13.2    MM  12.5   MM   MM    MM
2024 07 16 04 20 280  2.0  2.0   0.9     8   7.2 305 1016.2  13.3    MM  12.5   MM   MM    MM
2024 07 16 04 10 300  2.0  2.0   0.9    MM   7.2 305 1016.1  13.4    MM  12.4   MM   MM    MM
2024 07 16 04 00 320  2.0  2.0    MM    MM    MM  MM 1016.0  13.4    MM  12.4   MM -0.0    MM
2024 07 16 03 50 320  1.0  2.0   0.8     7   7.0 302 1015.9  13.6    MM  12.6   MM   MM    MM
2024 07 16 03 40 330  1.0  2.0    MM    MM    MM  MM 1015.8  13.7    MM  12.6   MM   MM    MM
2024 07 16 03 30 340  1.0  2.0    MM    MM    MM  MM 1015.8  13.9    MM  12.7   MM   MM    MM
2024 07 16 03 20 330  1.0  2.0   0.9     8   7.2 311 1015.8  14.2    MM  12.9   MM   MM    MM
2024 07 16 03 10 330  1.0  2.0    MM    MM    MM  MM 1015.7  14.3    MM  12.9   MM   MM    MM
2024 07 16 03 00 340  2.0  2.0    MM    MM    MM  MM 1015.8  14.3    MM  12.9   MM -0.9    MM
2024 07 16 02 50 340  2.0  2.0   0.9     8   7.1 303 1015.8  14.4    MM  13.0   MM   MM    MM
2024 07 16 02 40 330  2.0  3.0    MM    MM    MM  MM 1015.7  14.6    MM  13.1   MM   MM    MM
2024 07 16 02 30 330  2.0  3.0    MM    MM    MM  MM 1015.6  14.8    MM  13.3   MM   MM    MM
2024 07 16 02 20 330  2.0  3.0   0.9     8   7.1 317 1015.7  14.9    MM  13.4   MM   MM    MM
2024 07 16 02 10 330  2.0  3.0   0.9    MM   7.1 317 1015.7  15.1    MM  13.5   MM   MM    MM
2024 07 16 02 00 320  2.0  3.0    MM    MM    MM  MM 1015.7  15.2    MM  13.5   MM -1.4    MM
2024 07 16 01 50 320  2.0  3.0   0.9     8   7.2 307 1015.7  15.2    MM  13.3   MM   MM    MM
2024 07 16 01 40 320  2.0  3.0    MM    MM    MM  MM 1015.8  15.3    MM  13.3   MM   MM    MM
2024 07 16 01 30 320  2.0  3.0    MM    MM    MM  MM 1015.9  15.3    MM  13.4   MM   MM    MM
2024 07 16 01 20 320  2.0  3.0   0.9     8   6.9 293 1016.0  15.4    MM  13.3   MM   MM    MM
2024 07 16 01 10 320  2.0  3.0   0.9    MM   6.9 293 1016.1  15.4    MM  13.2   MM   MM    MM
2024 07 16 01 00 320  2.0  3.0    MM    MM    MM  MM 1016.1  15.6    MM  13.3   MM -1.6    MM
2024 07 16 00 50 310  1.0  2.0   0.9     8   7.0 297 1016.1  15.7    MM  13.3   MM   MM    MM
2024 07 16 00 40 320  2.0  2.0    MM    MM    MM  MM 1016.2  15.9    MM  13.2   MM   MM    MM
2024 07 16 00 30 320  1.0  2.0    MM    MM    MM  MM 1016.3  16.0    MM  13.1   MM   MM    MM
2024 07 16 00 20 310  2.0  2.0   1.0     8   7.2 311 1016.4  16.0    MM  12.9   MM   MM    MM
2024 07 16 00 10 310  1.0  2.0   1.0    MM   7.2 311 1016.5  16.3    MM  13.0   MM   MM    MM
2024 07 16 00 00 300  1.0  2.0    MM    MM    MM  MM 1016.7  16.7    MM  13.1   MM -1.3    MM
2024 07 15 23 50 320  1.0  2.0   1.0     8   7.1 306 1016.8  16.6    MM  13.0   MM   MM    MM
2024 07 15 23 40  MM  0.0  1.0    MM    MM    MM  MM 1016.9  17.0    MM  13.0   MM   MM    MM
2024 07 15 23 30 290  1.0  1.0    MM    MM    MM  MM 1017.0  17.1    MM  13.1   MM   MM    MM
2024 07 15 23 20  MM  0.0  1.0   1.0     7   7.1 306 1017.1  17.1    MM  13.2   MM   MM    MM
2024 07 15 23 10 260  1.0  1.0   1.0    MM   7.1 306 1017.2  16.8    MM  13.1   MM   MM    MM
2024 07 15 23 00  MM  0.0  1.0    MM    MM    MM  MM 1017.2  16.9    MM  13.3   MM -1.3    MM
2024 07 15 22 50  MM  0.0  1.0   1.1     8   7.2 313 1017.2  16.7    MM  13.5   MM   MM    MM
2024 07 15 22 40  MM  0.0  1.0    MM    MM    MM  MM 1017.3  16.5    MM  13.3   MM   MM    MM
2024 07 15 22 30  MM  0.0  1.0    MM    MM    MM  MM 1017.4  16.2    MM  13.3   MM   MM    MM
2024 07 15 22 20  MM  0.0  1.0   1.1     8   7.2 305 1017.6  16.0    MM  13.2   MM   MM    MM
2024 07 15 22 10  MM  0.0  1.0   1.1    MM   7.2 305 1017.6  15.7    MM  13.2   MM   MM    MM
2024 07 15 22 00  30  1.0  1.0    MM    MM    MM  MM 1017.7  15.1    MM  13.0   MM -1.0    MM
2024 07 15 21 50  30  1.0  1.0   1.1     9   7.2 293 1017.6  14.9    MM  13.1   MM   MM    MM
2024 07 15 21 40  40  1.0  2.0    MM    MM    MM  MM 1017.7  14.7    MM  13.2   MM   MM    MM
2024 07 15 21 30  30  2.0  2.0    MM    MM    MM  MM 1017.7  14.5    MM  13.1   MM   MM    MM
2024 07 15 21 20  40  2.0  2.0   0.9     8   7.1 312 1017.7  14.6    MM  13.2   MM   MM    MM
2024 07 15 21 10  40  2.0  2.0   0.9    MM   7.1 312 1017.7  14.5    MM  13.1   MM   MM    MM
2024 07 15 21 00  40  2.0  2.0    MM    MM    MM  MM 1017.8  14.4    MM  13.1   MM -0.9    MM
2024 07 15 20 50  40  2.0  3.0   0.9     8   7.2 316 1017.9  14.4    MM  13.1   MM   MM    MM
2024 07 15 20 40  40  2.0  3.0    MM    MM    MM  MM 1018.0  14.3    MM  13.0   MM   MM    MM
2024 07 15 20 30  40  2.0  3.0    MM    MM    MM  MM 1018.0  14.4    MM  13.2   MM   MM    MM
2024 07 15 20 20  30  2.0  2.0   1.0     8   7.1 312 1018.2  14.4    MM  13.2   MM   MM    MM
2024 07 15 20 10  30  2.0  3.0   1.0    MM   7.1 312 1018.3  14.4    MM  13.2   MM   MM    MM
2024 07 15 20 00  30  2.0  2.0    MM    MM    MM  MM 1018.4  14.3    MM  13.1   MM -0.4    MM
2024 07 15 19 50  30  2.0  2.0   0.9     8   7.0 312 1018.5  14.3    MM  13.1   MM   MM    MM
2024 07 15 19 40  30  2.0  2.0   0.9    MM   7.0 312 1018.5  14.2    MM  13.2   MM   MM    MM
2024 07 15 19 30  30  2.0  2.0    MM    MM    MM  MM 1018.5  14.0    MM  13.0   MM   MM    MM
2024 07 15 19 20  30  2.0  2.0   0.9     9   7.0 307 1018.5  14.0    MM  13.0   MM   MM    MM
2024 07 15 19 10  40  2.0  2.0   0.9    MM   7.0 307 1018.6  13.8    MM  13.0   MM   MM    MM
2024 07 15 19 00  30  2.0  2.0    MM    MM    MM  MM 1018.7  13.7    MM  12.9   MM +0.0    MM
2024 07 15 18 50  30  2.0  2.0   0.9     8   6.9 307 1018.7  13.7    MM  12.9   MM   MM    MM
2024 07 15 18 40  30  2.0  2.0   0.9    MM   6.9 307 1018.8  13.7    MM  13.0   MM   MM    MM
2024 07 15 18 30  40  2.0  2.0    MM    MM    MM  MM 1018.9  13.6    MM  12.9   MM   MM    MM
2024 07 15 18 20  40  1.0  2.0   0.9     8   6.9 319 1018.9  13.6    MM  12.9   MM   MM    MM
2024 07 15 18 10  40  2.0  2.0   0.9    MM   6.9 319 1018.9  13.4    MM  12.7   MM   MM    MM
2024 07 15 18 00  50  2.0  2.0    MM    MM    MM  MM 1018.9  13.3    MM  12.7   MM +0.5    MM
2024 07 15 17 50  50  2.0  2.0   1.0     9   6.8 294 1018.9  13.2    MM  12.7   MM   MM    MM
2024 07 15 17 40  40  2.0  2.0    MM    MM    MM  MM 1018.8  13.1    MM  12.6   MM   MM    MM
2024 07 15 17 30  50  2.0  2.0    MM    MM    MM  MM 1018.9  13.1    MM  12.6   MM   MM    MM
2024 07 15 17 20  60  2.0  2.0   0.9     9   6.8 281 1018.9  13.1    MM  12.6   MM   MM    MM
2024 07 15 17 10  50  2.0  2.0   0.9    MM   6.8 281 1018.9  13.1    MM  12.6   MM   MM    MM
2024 07 15 17 00  40  2.0  2.0    MM    MM    MM  MM 1018.9  13.1    MM  12.6   MM +0.9    MM
2024 07 15 16 50  40  2.0  2.0   1.0     8   6.8 304 1018.9  13.0    MM  12.5   MM   MM    MM
2024 07 15 16 40  30  2.0  2.0   1.0    MM   6.8 304 1018.8  13.1    MM  12.6   MM   MM    MM
2024 07 15 16 30  30  2.0  2.0    MM    MM    MM  MM 1018.8  13.1    MM  12.6   MM   MM    MM
2024 07 15 16 20  40  2.0  2.0   0.9     8   6.6 306 1018.8  13.0    MM  12.5   MM   MM    MM
2024 07 15 16 10  50  2.0  2.0   0.9    MM   6.6 306 1018.8  12.9    MM  12.4   MM   MM    MM
2024 07 15 16 00  30  2.0  2.0    MM    MM    MM  MM 1018.8  12.9    MM  12.4   MM +0.9    MM
2024 07 15 15 50  30  1.0  2.0   1.0     9   7.0 300 1018.8  12.8    MM  12.3   MM   MM    MM
2024 07 15 15 40  30  2.0  2.0    MM    MM    MM  MM 1018.7  12.8    MM  12.3   MM   MM    MM
2024 07 15 15 30  40  2.0  2.0    MM    MM    MM  MM 1018.6  12.8    MM  12.3   MM   MM    MM
2024 07 15 15 20  50  2.0  2.0   1.0     7   6.7 304 1018.5  12.8    MM  12.3   MM   MM    MM
2024 07 15 15 10  30  1.0  2.0   1.0    MM   6.7 304 1018.5  12.7    MM  12.3   MM   MM    MM
2024 07 15 15 00  30  2.0  3.0    MM    MM    MM  MM 1018.4  12.7    MM  12.3   MM +0.7    MM
2024 07 15 14 50  10  1.0  3.0   1.0     8   6.9 305 1018.2  12.7    MM  12.3   MM   MM    MM
2024 07 15 14 40  30  2.0  3.0    MM    MM    MM  MM 1018.2  12.7    MM  12.3   MM   MM    MM
2024 07 15 14 30  30  2.0  3.0    MM    MM    MM  MM 1018.1  12.7    MM  12.3   MM   MM    MM
2024 07 15 14 20  20  1.0  2.0   1.1     8   7.0 306 1018.1  12.8    MM  12.4   MM   MM    MM
2024 07 15 14 10  60  1.0  2.0   1.1    MM   7.0 306 1018.1  12.7    MM  12.3   MM   MM    MM
2024 07 15 14 00  50  1.0  2.0    MM    MM    MM  MM 1018.0  12.7    MM  12.3   MM +0.7    MM
2024 07 15 13 50  50  1.0  2.0   1.1     8   6.9 305 1018.0  12.7    MM  12.3   MM   MM    MM
2024 07 15 13 40  40  2.0  2.0    MM    MM    MM  MM 1018.0  12.6    MM  12.2   MM   MM    MM
2024 07 15 13 30  50  2.0  2.0    MM    MM    MM  MM 1017.9  12.6    MM  12.2   MM   MM    MM
2024 07 15 13 20  40  1.0  2.0   1.0     8   6.7 297 1017.9  12.6    MM  12.2   MM   MM    MM
2024 07 15 13 10  50  2.0  2.0    MM    MM    MM  MM 1017.9  12.6    MM  12.2   MM   MM    MM
2024 07 15 13 00  40  2.0  2.0    MM    MM    MM  MM 1017.8  12.6    MM  12.2   MM +0.6    MM
2024 07 15 12 50  40  1.0  2.0   1.1     8   6.9 301 1017.8  12.6    MM  12.2   MM   MM    MM
2024 07 15 12 40  50  2.0  2.0    MM    MM    MM  MM 1017.8  12.6    MM  12.2   MM   MM    MM
2024 07 15 12 30  60  1.0  2.0    MM    MM    MM  MM 1017.8  12.7    MM  12.3   MM   MM    MM
2024 07 15 12 20  50  2.0  3.0   1.2     9   7.1 301 1017.7  12.7    MM  12.2   MM   MM    MM
2024 07 15 12 10  70  1.0  2.0   1.2    MM   7.1 301 1017.8  12.8    MM  12.3   MM   MM    MM
2024 07 15 12 00  40  1.0  1.0    MM    MM    MM  MM 1017.7  12.8    MM  12.3   MM +0.5    MM
2024 07 15 11 50  70  1.0  2.0   1.2     8   7.1 304 1017.7  12.8    MM  12.3   MM   MM    MM
2024 07 15 11 40  80  1.0  2.0    MM    MM    MM  MM 1017.5  12.8    MM  12.3   MM   MM    MM
2024 07 15 11 30  70  1.0  2.0    MM    MM    MM  MM 1017.4  12.8    MM  12.3   MM   MM    MM
2024 07 15 11 20  60  1.0  2.0   1.1     8   6.8 308 1017.4  12.9    MM  12.4   MM   MM    MM
2024 07 15 11 10  50  1.0  2.0   1.1    MM   6.8 308 1017.3  12.9    MM  12.4   MM   MM    MM
2024 07 15 11 00  70  1.0  1.0    MM    MM    MM  MM 1017.3  12.9    MM  12.3   MM +0.0    MM
2024 07 15 10 50  40  1.0  1.0   1.2     9   7.1 309 1017.3  13.0    MM  12.4   MM   MM    MM
2024 07 15 10 40  70  1.0  1.0    MM    MM    MM  MM 1017.3  12.9    MM  12.3   MM   MM    MM
2024 07 15 10 30  40  1.0  1.0    MM    MM    MM  MM 1017.2  12.9    MM  12.4   MM   MM    MM
2024 07 15 10 20  50  1.0  1.0   1.1     9   6.8 309 1017.1  12.9    MM  12.4   MM   MM    MM
2024 07 15 10 10  50  1.0  2.0   1.1    MM   6.8 309 1017.1  12.9    MM  12.4   MM   MM    MM
2024 07 15 10 00  30  1.0  2.0    MM    MM    MM  MM 1017.1  12.9    MM  12.4   MM +0.0    MM
2024 07 15 09 50  40  1.0  2.0   1.2     8   6.9 307 1017.1  12.9    MM  12.2   MM   MM    MM
2024 07 15 09 40  50  1.0  1.0    MM    MM    MM  MM 1017.2  13.0    MM  12.3   MM   MM    MM
2024 07 15 09 30  70  1.0  1.0    MM    MM    MM  MM 1017.2  13.0    MM  12.3   MM   MM    MM
2024 07 15 09 20 350  1.0  2.0   1.2     8   6.9 302 1017.1  13.1    MM  12.4   MM   MM    MM
2024 07 15 09 10 360  1.0  2.0   1.2    MM   6.9 302 1017.1  13.1    MM  12.4   MM   MM    MM
2024 07 15 09 00  MM  0.0  1.0    MM    MM    MM  MM 1017.2  13.1    MM  12.4   MM +0.0    MM
2024 07 15 08 50  MM  0.0  1.0   1.1     9   7.2 298 1017.3  13.1    MM  12.4   MM   MM    MM
2024 07 15 08 40  MM  0.0  1.0   1.1    MM   7.2 298 1017.3  13.1    MM  12.4   MM   MM    MM
2024 07 15 08 30 360  1.0  1.0    MM    MM    MM  MM 1017.3  13.0    MM  12.3   MM   MM    MM
2024 07 15 08 20  20  1.0  1.0   1.1     9   6.9 305 1017.2  13.1    MM  12.4   MM   MM    MM
2024 07 15 08 10 350  1.0  2.0   1.1    MM   6.9 305 1017.4  13.1    MM  12.4   MM   MM    MM
2024 07 15 08 00 330  2.0  3.0    MM    MM    MM  MM 1017.3  13.1    MM  12.4   MM +0.0    MM
2024 07 15 07 50  MM  0.0  2.0   1.2     8   7.4 297 1017.2  13.3    MM  12.5   MM   MM    MM
2024 07 15 07 40  MM  0.0  1.0    MM    MM    MM  MM 1017.3  13.2    MM  12.4   MM   MM    MM
2024 07 15 07 30  MM  0.0  1.0    MM    MM    MM  MM 1017.4  13.2    MM  12.4   MM   MM    MM
2024 07 15 07 20  MM  0.0  2.0   1.1     9   7.2 311 1017.4  13.3    MM  12.5   MM   MM    MM
2024 07 15 07 10 290  1.0  2.0   1.1    MM   7.2 311 1017.3  13.3    MM  12.5   MM   MM    MM
2024 07 15 07 00 360  1.0  1.0    MM    MM    MM  MM 1017.2  13.3    MM  12.5   MM +0.5    MM
2024 07 15 06 50  MM  0.0  1.0   1.1     9   7.0 303 1017.1  13.4    MM  12.6   MM   MM    MM
2024 07 15 06 40 310  1.0  2.0   1.1    MM   7.0 303 1017.2  13.3    MM  12.5   MM   MM    MM
2024 07 15 06 30 340  1.0  2.0    MM    MM    MM  MM 1017.2  13.3    MM  12.5   MM   MM    MM
2024 07 15 06 20 330  1.0  2.0   1.1     8   7.2 304 1017.2  13.3    MM  12.5   MM   MM    MM
2024 07 15 06 10 320  2.0  4.0   1.1    MM   7.2 304 1017.1  13.4    MM  12.6   MM   MM    MM
2024 07 15 06 00 300  2.0  3.0    MM    MM    MM  MM 1017.3  13.4    MM  12.6   MM +0.6    MM
2024 07 15 05 50 320  1.0  3.0   1.1     9   7.0 309 1017.3  13.3    MM  12.6   MM   MM    MM
