STATION_ID,DURATION,SENSOR_NUMBER,SENSOR_TYPE,DATE TIME,OBS DATE,VALUE,DATA_FLAG,UNITS
NAP,H,20,FLOW,20230518 1500,20230518 1500,98, ,CFS
NAP,H,20,FLOW,20230518 1600,20230518 1600,98, ,CFS
NAP,H,20,FLOW,20230518 1700,20230518 1700,98, ,CFS
NAP,H,20,FLOW,20230518 1800,20230518 1800,98, ,CFS
NAP,H,20,FLOW,20230518 1900,20230518 1900,98, ,CFS
NAP,H,20,FLOW,20230518 2000,20230518 2000,98, ,CFS
NAP,H,20,FLOW,20230518 2100,20230518 2100,98, ,CFS
NAP,H,20,FLOW,20230518 2200,20230518 2200,98, ,CFS
NAP,H,20,FLOW,20230518 2300,20230518 2300,98, ,CFS
NAP,H,20,FLOW,20230519 0000,20230519 0000,98, ,CFS
NAP,H,20,FLOW,20230519 0100,20230519 0100,98, ,CFS
NAP,H,20,FLOW,20230519 0200,20230519 0200,98, ,CFS
NAP,H,20,FLOW,20230519 0300,20230519 0300,98, ,CFS
NAP,H,20,FLOW,20230519 0400,20230519 0400,97, ,CFS
NAP,H,20,FLOW,20230519 0500,20230519 0500,97, ,CFS
NAP,H,20,FLOW,20230519 0600,20230519 0600,97, ,CFS
NAP,H,20,FLOW,20230519 0700,20230519 0700,97, ,CFS
NAP,H,20,FLOW,20230519 0800,20230519 0800,97, ,CFS
NAP,H,20,FLOW,20230519 0900,20230519 0900,97, ,CFS
NAP,H,20,FLOW,20230519 1000,20230519 1000,97, ,CFS
NAP,H,20,FLOW,20230519 1100,20230519 1100,97, ,CFS
NAP,H,20,FLOW,20230519 1200,20230519 1200,97, ,CFS
NAP,H,20,FLOW,20230519 1300,20230519 1300,97, ,CFS
NAP,H,20,FLOW,20230519 1400,20230519 1400,97, ,CFS
NAP,H,20,FLOW,20230519 1500,20230519 1500,97, ,CFS
NAP,H,20,FLOW,20230519 1600,20230519 1600,97, ,CFS
NAP,H,20,FLOW,20230519 1700,20230519 1700,97, ,CFS
NAP,H,20,FLOW,20230519 1800,20230519 1800,97, ,CFS
NAP,H,20,FLOW,20230519 1900,20230519 1900,97, ,CFS
NAP,H,20,FLOW,20230519 2000,20230519 2000,97, ,CFS
NAP,H,20,FLOW,20230519 2100,20230519 2100,96, ,CFS
NAP,H,20,FLOW,20230519 2200,20230519 2200,96, ,CFS
NAP,H,20,FLOW,20230519 2300,20230519 2300,96, ,CFS
NAP,H,20,FLOW,20230520 0000,20230520 0000,96, ,CFS
NAP,H,20,FLOW,20230520 0100,20230520 0100,96, ,CFS
NAP,H,20,FLOW,20230520 0200,20230520 0200,96, ,CFS
NAP,H,20,FLOW,20230520 0300,20230520 0300,96, ,CFS
NAP,H,20,FLOW,20230520 0400,20230520 0400,96, ,CFS
NAP,H,20,FLOW,20230520 0500,20230520 0500,96, ,CFS
NAP,H,20,FLOW,20230520 0600,20230520 0600,96, ,CFS
NAP,H,20,FLOW,20230520 0700,20230520 0700,96, ,CFS
NAP,H,20,FLOW,20230520 0800,20230520 0800,96, ,CFS
NAP,H,20,FLOW,20230520 0900,20230520 0900,96, ,CFS
NAP,H,20,FLOW,20230520 1000,20230520 1000,96, ,CFS
NAP,H,20,FLOW,20230520 1100,20230520 1100,96, ,CFS
NAP,H,20,FLOW,20230520 1200,20230520 1200,96, ,CFS
NAP,H,20,FLOW,20230520 1300,20230520 1300,96, ,CFS
NAP,H,20,FLOW,20230520 1400,20230520 1400,96, ,CFS
NAP,H,20,FLOW,20230520 1500,20230520 1500,96, ,CFS
NAP,H,20,FLOW,20230520 1600,20230520 1600,96, ,CFS
NAP,H,20,FLOW,20230520 1700,20230520 1700,96, ,CFS
NAP,H,20,FLOW,20230520 1800,20230520 1800,96, ,CFS
NAP,H,20,FLOW,20230520 1900,20230520 1900,96, ,CFS
NAP,H,20,FLOW,20230520 2000,20230520 2000,95, ,CFS
NAP,H,20,FLOW,20230520 2100,20230520 2100,95, ,CFS
NAP,H,20,FLOW,20230520 2200,20230520 2200,95, ,CFS
NAP,H,20,FLOW,20230520 2300,20230520 2300,95, ,CFS
NAP,H,20,FLOW,20230521 0000,20230521 0000,95, ,CFS
NAP,H,20,FLOW,20230521 0100,20230521 0100,95, ,CFS
NAP,H,20,FLOW,20230521 0200,20230521 0200,95, ,CFS
NAP,H,20,FLOW,20230521 0300,20230521 0300,95, ,CFS
NAP,H,20,FLOW,20230521 0400,20230521 0400,95, ,CFS
NAP,H,20,FLOW,20230521 0500,20230521 0500,95, ,CFS
NAP,H,20,FLOW,20230521 0600,20230521 0600,95, ,CFS
NAP,H,20,FLOW,20230521 0700,20230521 0700,95, ,CFS
NAP,H,20,FLOW,20230521 0800,20230521 0800,95, ,CFS
NAP,H,20,FLOW,20230521 0900,20230521 0900,95, ,CFS
NAP,H,20,FLOW,20230521 1000,20230521 1000,95, ,CFS
NAP,H,20,FLOW,20230521 1100,20230521 1100,95, ,CFS
NAP,H,20,FLOW,20230521 1200,20230521 1200,95, ,CFS
NAP,H,20,FLOW,20230521 1300,20230521 1300,96, ,CFS
NAP,H,20,FLOW,20230521 1400,20230521 1400,96, ,CFS
NAP,H,20,FLOW,20230521 1500,20230521 1500,96, ,CFS
NAP,H,20,FLOW,20230521 1600,20230521 1600,96, ,CFS
NAP,H,20,FLOW,20230521 1700,20230521 1700,96, ,CFS
NAP,H,20,FLOW,20230521 1800,20230521 1800,96, ,CFS
NAP,H,20,FLOW,20230521 1900,20230521 1900,96, ,CFS
NAP,H,20,FLOW,20230521 2000,20230521 2000,96, ,CFS
NAP,H,20,FLOW,20230521 2100,20230521 2100,96, ,CFS
NAP,H,20,FLOW,20230521 2200,20230521 2200,96, ,CFS
NAP,H,20,FLOW,20230521 2300,20230521 2300,96, ,CFS
NAP,H,20,FLOW,20230522 0000,20230522 0000,96, ,CFS
NAP,H,20,FLOW,20230522 0100,20230522 0100,96, ,CFS
NAP,H,20,FLOW,20230522 0200,20230522 0200,96, ,CFS
NAP,H,20,FLOW,20230522 0300,20230522 0300,96, ,CFS
NAP,H,20,FLOW,20230522 0400,20230522 0400,96, ,CFS
NAP,H,20,FLOW,20230522 0500,20230522 0500,96, ,CFS
NAP,H,20,FLOW,20230522 0600,20230522 0600,96, ,CFS
NAP,H,20,FLOW,20230522 0700,20230522 0700,95, ,CFS
NAP,H,20,FLOW,20230522 0800,20230522 0800,96, ,CFS
NAP,H,20,FLOW,20230522 0900,20230522 0900,95, ,CFS
NAP,H,20,FLOW,20230522 1000,20230522 1000,96, ,CFS
NAP,H,20,FLOW,20230522 1100,20230522 1100,95, ,CFS
NAP,H,20,FLOW,20230522 1200,20230522 1200,95, ,CFS
NAP,H,20,FLOW,20230522 1300,20230522 1300,95, ,CFS
NAP,H,20,FLOW,20230522 1400,20230522 1400,95, ,CFS
NAP,H,20,FLOW,20230522 1500,20230522 1500,95, ,CFS
NAP,H,20,FLOW,20230522 1600,20230522 1600,95, ,CFS
NAP,H,20,FLOW,20230522 1700,20230522 1700,95, ,CFS
NAP,H,20,FLOW,20230522 1800,20230522 1800,95, ,CFS
NAP,H,20,FLOW,20230522 1900,20230522 1900,95, ,CFS
NAP,H,20,FLOW,20230522 2000,20230522 2000,95, ,CFS
NAP,H,20,FLOW,20230522 2100,20230522 2100,95, ,CFS
NAP,H,20,FLOW,20230522 2200,20230522 2200,95, ,CFS
NAP,H,20,FLOW,20230522 2300,20230522 2300,95, ,CFS
NAP,H,20,FLOW,20230523 0000,20230523 0000,95, ,CFS
NAP,H,20,FLOW,20230523 0100,20230523 0100,95, ,CFS
NAP,H,20,FLOW,20230523 0200,20230523 0200,95, ,CFS
NAP,H,20,FLOW,20230523 0300,20230523 0300,94, ,CFS
NAP,H,20,FLOW,20230523 0400,20230523 0400,94, ,CFS
NAP,H,20,FLOW,20230523 0500,20230523 0500,94, ,CFS
NAP,H,20,FLOW,20230523 0600,20230523 0600,93, ,CFS
NAP,H,20,FLOW,20230523 0700,20230523 0700,93, ,CFS
NAP,H,20,FLOW,20230523 0800,20230523 0800,93, ,CFS
NAP,H,20,FLOW,20230523 0900,20230523 0900,93, ,CFS
NAP,H,20,FLOW,20230523 1000,20230523 1000,93, ,CFS
NAP,H,20,FLOW,20230523 1100,20230523 1100,93, ,CFS
NAP,H,20,FLOW,20230523 1200,20230523 1200,93, ,CFS
NAP,H,20,FLOW,20230523 1300,20230523 1300,93, ,CFS
NAP,H,20,FLOW,20230523 1400,20230523 1400,93, ,CFS
NAP,H,20,FLOW,20230523 1500,20230523 1500,93, ,CFS
NAP,H,20,FLOW,20230523 1600,20230523 1600,93, ,CFS
NAP,H,20,FLOW,20230523 1700,20230523 1700,93, ,CFS
NAP,H,20,FLOW,20230523 1800,20230523 1800,92, ,CFS
NAP,H,20,FLOW,20230523 1900,20230523 1900,92, ,CFS
NAP,H,20,FLOW,20230523 2000,20230523 2000,92, ,CFS
NAP,H,20,FLOW,20230523 2100,20230523 2100,92, ,CFS
NAP,H,20,FLOW,20230523 2200,20230523 2200,92, ,CFS
NAP,H,20,FLOW,20230523 2300,20230523 2300,92, ,CFS
NAP,H,20,FLOW,20230524 0000,20230524 0000,92, ,CFS
NAP,H,20,FLOW,20230524 0100,20230524 0100,93, ,CFS
NAP,H,20,FLOW,20230524 0200,20230524 0200,93, ,CFS
NAP,H,20,FLOW,20230524 0300,20230524 0300,93, ,CFS
NAP,H,20,FLOW,20230524 0400,20230524 0400,93, ,CFS
NAP,H,20,FLOW,20230524 0500,20230524 0500,93, ,CFS
NAP,H,20,FLOW,20230524 0600,20230524 0600,93, ,CFS
NAP,H,20,FLOW,20230524 0700,20230524 0700,92, ,CFS
NAP,H,20,FLOW,20230524 0800,20230524 0800,92, ,CFS
NAP,H,20,FLOW,20230524 0900,20230524 0900,92, ,CFS
NAP,H,20,FLOW,20230524 1000,20230524 1000,92, ,CFS
NAP,H,20,FLOW,20230524 1100,20230524 1100,92, ,CFS
NAP,H,20,FLOW,20230524 1200,20230524 1200,92, ,CFS
NAP,H,20,FLOW,20230524 1300,20230524 1300,92, ,CFS
NAP,H,20,FLOW,20230524 1400,20230524 1400,92, ,CFS
NAP,H,20,FLOW,20230524 1500,20230524 1500,92, ,CFS
NAP,H,20,FLOW,20230524 1600,20230524 1600,92, ,CFS
NAP,H,20,FLOW,20230524 1700,20230524 1700,92, ,CFS
NAP,H,20,FLOW,20230524 1800,20230524 1800,92, ,CFS
NAP,H,20,FLOW,20230524 1900,20230524 1900,92, ,CFS
NAP,H,20,FLOW,20230524 2000,20230524 2000,91, ,CFS
NAP,H,20,FLOW,20230524 2100,20230524 2100,91, ,CFS
NAP,H,20,FLOW,20230524 2200,20230524 2200,91, ,CFS
NAP,H,20,FLOW,20230524 2300,20230524 2300,91, ,CFS
NAP,H,20,FLOW,20230525 0000,20230525 0000,91, ,CFS
NAP,H,20,FLOW,20230525 0100,20230525 0100,91, ,CFS
NAP,H,20,FLOW,20230525 0200,20230525 0200,91, ,CFS
NAP,H,20,FLOW,20230525 0300,20230525 0300,91, ,CFS
NAP,H,20,FLOW,20230525 0400,20230525 0400,91, ,CFS
NAP,H,20,FLOW,20230525 0500,20230525 0500,91, ,CFS
NAP,H,20,FLOW,20230525 0600,20230525 0600,92, ,CFS
NAP,H,20,FLOW,20230525 0700,20230525 0700,91, ,CFS
NAP,H,20,FLOW,20230525 0800,20230525 0800,91, ,CFS
NAP,H,20,FLOW,20230525 0900,20230525 0900,91, ,CFS
NAP,H,20,FLOW,20230525 1000,20230525 1000,91, ,CFS
NAP,H,20,FLOW,20230525 1100,20230525 1100,91, ,CFS
NAP,H,20,FLOW,20230525 1200,20230525 1200,91, ,CFS
NAP,H,20,FLOW,20230525 1300,20230525 1300,91, ,CFS
NAP,H,20,FLOW,20230525 1400,20230525 1400,91, ,CFS
NAP,H,20,FLOW,20230525 1500,20230525 1500,91, ,CFS
NAP,H,20,FLOW,20230525 1600,20230525 1600,91, ,CFS
NAP,H,20,FLOW,20230525 1700,20230525 1700,---, ,CFS
NAP,H,20,FLOW,20230525 1800,20230525 1800,---, ,CFS
NAP,H,20,FLOW,20230525 1900,20230525 1900,91, ,CFS
NAP,H,20,FLOW,20230525 2000,20230525 2000,91, ,CFS
NAP,H,20,FLOW,20230525 2100,20230525 2100,91, ,CFS
NAP,H,20,FLOW,20230525 2200,20230525 2200,91, ,CFS
NAP,H,20,FLOW,20230525 2300,20230525 2300,91, ,CFS
NAP,H,20,FLOW,20230526 0000,20230526 0000,91, ,CFS
NAP,H,20,FLOW,20230526 0100,20230526 0100,91, ,CFS
NAP,H,20,FLOW,20230526 0200,20230526 0200,91, ,CFS
NAP,H,20,FLOW,20230526 0300,20230526 0300,91, ,CFS
NAP,H,20,FLOW,20230526 0400,20230526 0400,91, ,CFS
NAP,H,20,FLOW,20230526 0500,20230526 0500,91, ,CFS
NAP,H,20,FLOW,20230526 0600,20230526 0600,91, ,CFS
NAP,H,20,FLOW,20230526 0700,20230526 0700,91, ,CFS
NAP,H,20,FLOW,20230526 0800,20230526 0800,91, ,CFS
NAP,H,20,FLOW,20230526 0900,20230526 0900,90, ,CFS
NAP,H,20,FLOW,20230526 1000,20230526 1000,90, ,CFS
NAP,H,20,FLOW,20230526 1100,20230526 1100,90, ,CFS
NAP,H,20,FLOW,20230526 1200,20230526 1200,90, ,CFS
NAP,H,20,FLOW,20230526 1300,20230526 1300,90, ,CFS
NAP,H,20,FLOW,20230526 1400,20230526 1400,90, ,CFS
NAP,H,20,FLOW,20230526 1500,20230526 1500,90, ,CFS
NAP,H,20,FLOW,20230526 1600,20230526 1600,90, ,CFS
NAP,H,20,FLOW,20230526 1700,20230526 1700,90, ,CFS
NAP,H,20,FLOW,20230526 1800,20230526 1800,90, ,CFS
NAP,H,20,FLOW,20230526 1900,20230526 1900,89, ,CFS
NAP,H,20,FLOW,20230526 2000,20230526 2000,89, ,CFS
NAP,H,20,FLOW,20230526 2100,20230526 2100,89, ,CFS
NAP,H,20,FLOW,20230526 2200,20230526 2200,89, ,CFS
NAP,H,20,FLOW,20230526 2300,20230526 2300,89, ,CFS
NAP,H,20,FLOW,20230527 0000,20230527 0000,90, ,CFS
NAP,H,20,FLOW,20230527 0100,20230527 0100,90, ,CFS
NAP,H,20,FLOW,20230527 0200,20230527 0200,90, ,CFS
NAP,H,20,FLOW,20230527 0300,20230527 0300,90, ,CFS
NAP,H,20,FLOW,20230527 0400,20230527 0400,90, ,CFS
NAP,H,20,FLOW,20230527 0500,20230527 0500,90, ,CFS
NAP,H,20,FLOW,20230527 0600,20230527 0600,91, ,CFS
NAP,H,20,FLOW,20230527 0700,20230527 0700,91, ,CFS
NAP,H,20,FLOW,20230527 0800,20230527 0800,91, ,CFS
NAP,H,20,FLOW,20230527 0900,20230527 0900,91, ,CFS
NAP,H,20,FLOW,20230527 1000,20230527 1000,91, ,CFS
NAP,H,20,FLOW,20230527 1100,20230527 1100,91, ,CFS
NAP,H,20,FLOW,20230527 1200,20230527 1200,91, ,CFS
NAP,H,20,FLOW,20230527 1300,20230527 1300,91, ,CFS
NAP,H,20,FLOW,20230527 1400,20230527 1400,91, ,CFS
NAP,H,20,FLOW,20230527 1500,20230527 1500,91, ,CFS
NAP,H,20,FLOW,20230527 1600,20230527 1600,91, ,CFS
NAP,H,20,FLOW,20230527 1700,20230527 1700,91, ,CFS
NAP,H,20,FLOW,20230527 1800,20230527 1800,91, ,CFS
NAP,H,20,FLOW,20230527 1900,20230527 1900,91, ,CFS
NAP,H,20,FLOW,20230527 2000,20230527 2000,90, ,CFS
NAP,H,20,FLOW,20230527 2100,20230527 2100,91, ,CFS
NAP,H,20,FLOW,20230527 2200,20230527 2200,91, ,CFS
NAP,H,20,FLOW,20230527 2300,20230527 2300,91, ,CFS
NAP,H,20,FLOW,20230528 0000,20230528 0000,91, ,CFS
NAP,H,20,FLOW,20230528 0100,20230528 0100,91, ,CFS
NAP,H,20,FLOW,20230528 0200,20230528 0200,91, ,CFS
NAP,H,20,FLOW,20230528 0300,20230528 0300,91, ,CFS
NAP,H,20,FLOW,20230528 0400,20230528 0400,91, ,CFS
NAP,H,20,FLOW,20230528 0500,20230528 0500,91, ,CFS
NAP,H,20,FLOW,20230528 0600,20230528 0600,91, ,CFS
NAP,H,20,FLOW,20230528 0700,20230528 0700,91, ,CFS
NAP,H,20,FLOW,20230528 0800,20230528 0800,91, ,CFS
NAP,H,20,FLOW,20230528 0900,20230528 0900,91, ,CFS
NAP,H,20,FLOW,20230528 1000,20230528 1000,90, ,CFS
NAP,H,20,FLOW,20230528 1100,20230528 1100,91, ,CFS
NAP,H,20,FLOW,20230528 1200,20230528 1200,91, ,CFS
NAP,H,20,FLOW,20230528 1300,20230528 1300,91, ,CFS
NAP,H,20,FLOW,20230528 1400,20230528 1400,91, ,CFS
NAP,H,20,FLOW,20230528 1500,20230528 1500,91, ,CFS
NAP,H,20,FLOW,20230528 1600,20230528 1600,91, ,CFS
NAP,H,20,FLOW,20230528 1700,20230528 1700,90, ,CFS
NAP,H,20,FLOW,20230528 1800,20230528 1800,90, ,CFS
NAP,H,20,FLOW,20230528 1900,20230528 1900,90, ,CFS
NAP,H,20,FLOW,20230528 2000,20230528 2000,90, ,CFS
NAP,H,20,FLOW,20230528 2100,20230528 2100,90, ,CFS
NAP,H,20,FLOW,20230528 2200,20230528 2200,90, ,CFS
NAP,H,20,FLOW,20230528 2300,20230528 2300,90, ,CFS
NAP,H,20,FLOW,20230529 0000,20230529 0000,90, ,CFS
NAP,H,20,FLOW,20230529 0100,20230529 0100,91, ,CFS
NAP,H,20,FLOW,20230529 0200,20230529 0200,91, ,CFS
NAP,H,20,FLOW,20230529 0300,20230529 0300,91, ,CFS
NAP,H,20,FLOW,20230529 0400,20230529 0400,91, ,CFS
NAP,H,20,FLOW,20230529 0500,20230529 0500,91, ,CFS
NAP,H,20,FLOW,20230529 0600,20230529 0600,91, ,CFS
NAP,H,20,FLOW,20230529 0700,20230529 0700,91, ,CFS
NAP,H,20,FLOW,20230529 0800,20230529 0800,91, ,CFS
NAP,H,20,FLOW,20230529 0900,20230529 0900,91, ,CFS
NAP,H,20,FLOW,20230529 1000,20230529 1000,90, ,CFS
NAP,H,20,FLOW,20230529 1100,20230529 1100,91, ,CFS
NAP,H,20,FLOW,20230529 1200,20230529 1200,90, ,CFS
NAP,H,20,FLOW,20230529 1300,20230529 1300,90, ,CFS
NAP,H,20,FLOW,20230529 1400,20230529 1400,90, ,CFS
NAP,H,20,FLOW,20230529 1500,20230529 1500,90, ,CFS
NAP,H,20,FLOW,20230529 1600,20230529 1600,90, ,CFS
NAP,H,20,FLOW,20230529 1700,20230529 1700,90, ,CFS
NAP,H,20,FLOW,20230529 1800,20230529 1800,90, ,CFS
NAP,H,20,FLOW,20230529 1900,20230529 1900,90, ,CFS
NAP,H,20,FLOW,20230529 2000,20230529 2000,90, ,CFS
NAP,H,20,FLOW,20230529 2100,20230529 2100,90, ,CFS
NAP,H,20,FLOW,20230529 2200,20230529 2200,90, ,CFS
NAP,H,20,FLOW,20230529 2300,20230529 2300,91, ,CFS
NAP,H,20,FLOW,20230530 0000,20230530 0000,90, ,CFS
NAP,H,20,FLOW,20230530 0100,20230530 0100,91, ,CFS
NAP,H,20,FLOW,20230530 0200,20230530 0200,91, ,CFS
NAP,H,20,FLOW,20230530 0300,20230530 0300,91, ,CFS
NAP,H,20,FLOW,20230530 0400,20230530 0400,91, ,CFS
NAP,H,20,FLOW,20230530 0500,20230530 0500,91, ,CFS
NAP,H,20,FLOW,20230530 0600,20230530 0600,91, ,CFS
NAP,H,20,FLOW,20230530 0700,20230530 0700,91, ,CFS
NAP,H,20,FLOW,20230530 0800,20230530 0800,91, ,CFS
NAP,H,20,FLOW,20230530 0900,20230530 0900,91, ,CFS
NAP,H,20,FLOW,20230530 1000,20230530 1000,91, ,CFS
NAP,H,20,FLOW,20230530 1100,20230530 1100,91, ,CFS
NAP,H,20,FLOW,20230530 1200,20230530 1200,90, ,CFS
NAP,H,20,FLOW,20230530 1300,20230530 1300,91, ,CFS
NAP,H,20,FLOW,20230530 1400,20230530 1400,90, ,CFS
NAP,H,20,FLOW,20230530 1500,20230530 1500,91, ,CFS
NAP,H,20,FLOW,20230530 1600,20230530 1600,91, ,CFS
NAP,H,20,FLOW,20230530 1700,20230530 1700,91, ,CFS
NAP,H,20,FLOW,20230530 1800,20230530 1800,90, ,CFS
NAP,H,20,FLOW,20230530 1900,20230530 1900,90, ,CFS
NAP,H,20,FLOW,20230530 2000,20230530 2000,90, ,CFS
NAP,H,20,FLOW,20230530 2100,20230530 2100,89, ,CFS
NAP,H,20,FLOW,20230530 2200,20230530 2200,89, ,CFS
NAP,H,20,FLOW,20230530 2300,20230530 2300,89, ,CFS
NAP,H,20,FLOW,20230531 0000,20230531 0000,89, ,CFS
NAP,H,20,FLOW,20230531 0100,20230531 0100,89, ,CFS
NAP,H,20,FLOW,20230531 0200,20230531 0200,90, ,CFS
NAP,H,20,FLOW,20230531 0300,20230531 0300,90, ,CFS
NAP,H,20,FLOW,20230531 0400,20230531 0400,89, ,CFS
NAP,H,20,FLOW,20230531 0500,20230531 0500,89, ,CFS
NAP,H,20,FLOW,20230531 0600,20230531 0600,89, ,CFS
NAP,H,20,FLOW,20230531 0700,20230531 0700,88, ,CFS
NAP,H,20,FLOW,20230531 0800,20230531 0800,88, ,CFS
NAP,H,20,FLOW,20230531 0900,20230531 0900,88, ,CFS
NAP,H,20,FLOW,20230531 1000,20230531 1000,88, ,CFS
NAP,H,20,FLOW,20230531 1100,20230531 1100,88, ,CFS
NAP,H,20,FLOW,20230531 1200,20230531 1200,88, ,CFS
NAP,H,20,FLOW,20230531 1300,20230531 1300,88, ,CFS
NAP,H,20,FLOW,20230531 1400,20230531 1400,87, ,CFS
NAP,H,20,FLOW,20230531 1500,20230531 1500,88, ,CFS
NAP,H,20,FLOW,20230531 1600,20230531 1600,88, ,CFS
NAP,H,20,FLOW,20230531 1700,20230531 1700,88, ,CFS
NAP,H,20,FLOW,20230531 1800,20230531 1800,87, ,CFS
NAP,H,20,FLOW,20230531 1900,20230531 1900,87, ,CFS
NAP,H,20,FLOW,20230531 2000,20230531 2000,87, ,CFS
NAP,H,20,FLOW,20230531 2100,20230531 2100,86, ,CFS
NAP,H,20,FLOW,20230531 2200,20230531 2200,86, ,CFS
NAP,H,20,FLOW,20230531 2300,20230531 2300,86, ,CFS
NAP,H,20,FLOW,20230601 0000,20230601 0000,86, ,CFS
NAP,H,20,FLOW,20230601 0100,20230601 0100,86, ,CFS
NAP,H,20,FLOW,20230601 0200,20230601 0200,87, ,CFS
NAP,H,20,FLOW,20230601 0300,20230601 0300,87, ,CFS
NAP,H,20,FLOW,20230601 0400,20230601 0400,87, ,CFS
NAP,H,20,FLOW,20230601 0500,20230601 0500,87, ,CFS
NAP,H,20,FLOW,20230601 0600,20230601 0600,87, ,CFS
NAP,H,20,FLOW,20230601 0700,20230601 0700,87, ,CFS
NAP,H,20,FLOW,20230601 0800,20230601 0800,87, ,CFS
NAP,H,20,FLOW,20230601 0900,20230601 0900,87, ,CFS
NAP,H,20,FLOW,20230601 1000,20230601 1000,87, ,CFS
NAP,H,20,FLOW,20230601 1100,20230601 1100,87, ,CFS
NAP,H,20,FLOW,20230601 1200,20230601 1200,80, ,CFS
NAP,H,20,FLOW,20230601 1300,20230601 1300,80, ,CFS
NAP,H,20,FLOW,20230601 1400,20230601 1400,80, ,CFS
NAP,H,20,FLOW,20230601 1500,20230601 1500,80, ,CFS
NAP,H,20,FLOW,20230601 1600,20230601 1600,80, ,CFS
NAP,H,20,FLOW,20230601 1700,20230601 1700,79, ,CFS
NAP,H,20,FLOW,20230601 1800,20230601 1800,78, ,CFS
NAP,H,20,FLOW,20230601 1900,20230601 1900,78, ,CFS
NAP,H,20,FLOW,20230601 2000,20230601 2000,79, ,CFS
NAP,H,20,FLOW,20230601 2100,20230601 2100,78, ,CFS
NAP,H,20,FLOW,20230601 2200,20230601 2200,78, ,CFS
NAP,H,20,FLOW,20230601 2300,20230601 2300,78, ,CFS
NAP,H,20,FLOW,20230602 0000,20230602 0000,79, ,CFS
NAP,H,20,FLOW,20230602 0100,20230602 0100,79, ,CFS
NAP,H,20,FLOW,20230602 0200,20230602 0200,79, ,CFS
NAP,H,20,FLOW,20230602 0300,20230602 0300,79, ,CFS
NAP,H,20,FLOW,20230602 0400,20230602 0400,79, ,CFS
NAP,H,20,FLOW,20230602 0500,20230602 0500,79, ,CFS
NAP,H,20,FLOW,20230602 0600,20230602 0600,79, ,CFS
NAP,H,20,FLOW,20230602 0700,20230602 0700,79, ,CFS
NAP,H,20,FLOW,20230602 0800,20230602 0800,79, ,CFS
NAP,H,20,FLOW,20230602 0900,20230602 0900,79, ,CFS
NAP,H,20,FLOW,20230602 1000,20230602 1000,79, ,CFS
NAP,H,20,FLOW,20230602 1100,20230602 1100,78, ,CFS
NAP,H,20,FLOW,20230602 1200,20230602 1200,78, ,CFS
NAP,H,20,FLOW,20230602 1300,20230602 1300,78, ,CFS
NAP,H,20,FLOW,20230602 1400,20230602 1400,78, ,CFS
NAP,H,20,FLOW,20230602 1500,20230602 1500,78, ,CFS
NAP,H,20,FLOW,20230602 1600,20230602 1600,78, ,CFS
NAP,H,20,FLOW,20230602 1700,20230602 1700,78, ,CFS
NAP,H,20,FLOW,20230602 1800,20230602 1800,78, ,CFS
NAP,H,20,FLOW,20230602 1900,20230602 1900,78, ,CFS
NAP,H,20,FLOW,20230602 2000,20230602 2000,78, ,CFS
NAP,H,20,FLOW,20230602 2100,20230602 2100,77, ,CFS
NAP,H,20,FLOW,20230602 2200,20230602 2200,36, ,CFS
NAP,H,20,FLOW,20230602 2300,20230602 2300,36, ,CFS
NAP,H,20,FLOW,20230603 0000,20230603 0000,36, ,CFS
NAP,H,20,FLOW,20230603 0100,20230603 0100,36, ,CFS
NAP,H,20,FLOW,20230603 0200,20230603 0200,36, ,CFS
NAP,H,20,FLOW,20230603 0300,20230603 0300,36, ,CFS
NAP,H,20,FLOW,20230603 0400,20230603 0400,37, ,CFS
NAP,H,20,FLOW,20230603 0500,20230603 0500,37, ,CFS
NAP,H,20,FLOW,20230603 0600,20230603 0600,37, ,CFS
NAP,H,20,FLOW,20230603 0700,20230603 0700,37, ,CFS
NAP,H,20,FLOW,20230603 0800,20230603 0800,37, ,CFS
NAP,H,20,FLOW,20230603 0900,20230603 0900,37, ,CFS
NAP,H,20,FLOW,20230603 1000,20230603 1000,36, ,CFS
NAP,H,20,FLOW,20230603 1100,20230603 1100,36, ,CFS
NAP,H,20,FLOW,20230603 1200,20230603 1200,36, ,CFS
NAP,H,20,FLOW,20230603 1300,20230603 1300,36, ,CFS
NAP,H,20,FLOW,20230603 1400,20230603 1400,36, ,CFS
NAP,H,20,FLOW,20230603 1500,20230603 1500,36, ,CFS
NAP,H,20,FLOW,20230603 1600,20230603 1600,36, ,CFS
NAP,H,20,FLOW,20230603 1700,20230603 1700,36, ,CFS
NAP,H,20,FLOW,20230603 1800,20230603 1800,36, ,CFS
NAP,H,20,FLOW,20230603 1900,20230603 1900,36, ,CFS
NAP,H,20,FLOW,20230603 2000,20230603 2000,36, ,CFS
NAP,H,20,FLOW,20230603 2100,20230603 2100,37, ,CFS
NAP,H,20,FLOW,20230603 2200,20230603 2200,36, ,CFS
NAP,H,20,FLOW,20230603 2300,20230603 2300,36, ,CFS
NAP,H,20,FLOW,20230604 0000,20230604 0000,36, ,CFS
NAP,H,20,FLOW,20230604 0100,20230604 0100,36, ,CFS
NAP,H,20,FLOW,20230604 0200,20230604 0200,36, ,CFS
NAP,H,20,FLOW,20230604 0300,20230604 0300,36, ,CFS
NAP,H,20,FLOW,20230604 0400,20230604 0400,36, ,CFS
