receive_time,data_time,data_value,raw_value,data_quality
2023-05-28 09:23:35,2023-05-28 09:23:29,3.46200000,2.41200000,A
2023-05-28 09:29:35,2023-05-28 09:29:29,3.44400000,2.39400000,A
2023-05-28 09:35:35,2023-05-28 09:35:29,3.46900000,2.41900000,A
2023-05-28 09:41:35,2023-05-28 09:41:29,3.48900000,2.43900000,A
2023-05-28 09:47:35,2023-05-28 09:47:29,3.47100000,2.42100000,A
2023-05-28 09:53:35,2023-05-28 09:53:29,3.37900000,2.32900000,A
2023-05-28 09:59:35,2023-05-28 09:59:29,3.35700000,2.30700000,A
2023-05-28 10:05:35,2023-05-28 10:05:29,3.40900000,2.35900000,A
2023-05-28 10:11:35,2023-05-28 10:11:29,3.49000000,2.44000000,A
2023-05-28 10:17:35,2023-05-28 10:17:29,3.59900000,2.54900000,A
2023-05-28 10:23:35,2023-05-28 10:23:29,3.65200000,2.60200000,A
2023-05-28 10:29:35,2023-05-28 10:29:29,3.73800000,2.68800000,A
2023-05-28 10:35:35,2023-05-28 10:35:29,3.81900000,2.76900000,A
2023-05-28 10:41:35,2023-05-28 10:41:29,3.78300000,2.73300000,A
2023-05-28 10:47:35,2023-05-28 10:47:29,3.80800000,2.75800000,A
2023-05-28 10:53:35,2023-05-28 10:53:29,3.75000000,2.70000000,A
2023-05-28 10:59:35,2023-05-28 10:59:29,3.75600000,2.70600000,A
2023-05-28 11:05:35,2023-05-28 11:05:29,3.73800000,2.68800000,A
2023-05-28 11:11:35,2023-05-28 11:11:29,3.74300000,2.69300000,A
2023-05-28 11:17:35,2023-05-28 11:17:29,3.83600000,2.78600000,A
2023-05-28 11:23:35,2023-05-28 11:23:29,3.89300000,2.84300000,A
2023-05-28 11:29:35,2023-05-28 11:29:29,3.96800000,2.91800000,A
2023-05-28 11:35:35,2023-05-28 11:35:29,4.05400000,3.00400000,A
2023-05-28 11:41:35,2023-05-28 11:41:29,4.18000000,3.13000000,A
2023-05-28 11:47:35,2023-05-28 11:47:29,4.21000000,3.16000000,A
2023-05-28 11:53:35,2023-05-28 11:53:29,4.21600000,3.16600000,A
2023-05-28 11:59:35,2023-05-28 11:59:29,4.20100000,3.15100000,A
2023-05-28 12:05:35,2023-05-28 12:05:29,4.17100000,3.12100000,A
2023-05-28 12:11:35,2023-05-28 12:11:29,4.22200000,3.17200000,A
2023-05-28 12:17:35,2023-05-28 12:17:29,4.16500000,3.11500000,A
2023-05-28 12:23:35,2023-05-28 12:23:29,4.22500000,3.17500000,A
2023-05-28 12:29:35,2023-05-28 12:29:29,4.29300000,3.24300000,A
2023-05-28 12:35:35,2023-05-28 12:35:29,4.34600000,3.29600000,A
2023-05-28 12:41:35,2023-05-28 12:41:29,4.41300000,3.36300000,A
2023-05-28 12:47:35,2023-05-28 12:47:29,4.43800000,3.38800000,A
2023-05-28 12:53:35,2023-05-28 12:53:29,4.48800000,3.43800000,A
2023-05-28 12:59:35,2023-05-28 12:59:29,4.50800000,3.45800000,A
2023-05-28 13:05:35,2023-05-28 13:05:29,4.50500000,3.45500000,A
2023-05-28 13:11:35,2023-05-28 13:11:29,4.52000000,3.47000000,A
2023-05-28 13:17:35,2023-05-28 13:17:29,4.49600000,3.44600000,A
2023-05-28 13:23:35,2023-05-28 13:23:29,4.55200000,3.50200000,A
2023-05-28 13:29:35,2023-05-28 13:29:29,4.56000000,3.51000000,A
2023-05-28 13:35:35,2023-05-28 13:35:29,4.59000000,3.54000000,A
2023-05-28 13:41:35,2023-05-28 13:41:29,4.56300000,3.51300000,A
2023-05-28 13:47:35,2023-05-28 13:47:29,4.57400000,3.52400000,A
2023-05-28 13:53:35,2023-05-28 13:53:29,4.52200000,3.47200000,A
2023-05-28 13:59:35,2023-05-28 13:59:29,4.51300000,3.46300000,A
2023-05-28 14:05:35,2023-05-28 14:05:29,4.48200000,3.43200000,A
2023-05-28 14:11:35,2023-05-28 14:11:29,4.40800000,3.35800000,A
2023-05-28 14:17:35,2023-05-28 14:17:29,4.42200000,3.37200000,A
2023-05-28 14:23:35,2023-05-28 14:23:29,4.46100000,3.41100000,A
2023-05-28 14:29:35,2023-05-28 14:29:29,4.45000000,3.40000000,A
2023-05-28 14:35:35,2023-05-28 14:35:29,4.47500000,3.42500000,A
2023-05-28 14:41:35,2023-05-28 14:41:29,4.38600000,3.33600000,A
2023-05-28 14:47:35,2023-05-28 14:47:29,4.38500000,3.33500000,A
2023-05-28 14:53:35,2023-05-28 14:53:29,4.36800000,3.31800000,A
2023-05-28 14:59:35,2023-05-28 14:59:29,4.30400000,3.25400000,A
2023-05-28 15:05:35,2023-05-28 15:05:29,4.28000000,3.23000000,A
2023-05-28 15:11:35,2023-05-28 15:11:29,4.27900000,3.22900000,A
2023-05-28 15:17:35,2023-05-28 15:17:29,4.33900000,3.28900000,A
2023-05-28 15:23:35,2023-05-28 15:23:29,4.37300000,3.32300000,A
2023-05-28 15:29:35,2023-05-28 15:29:29,4.33800000,3.28800000,A
2023-05-28 15:35:35,2023-05-28 15:35:29,4.26100000,3.21100000,A
2023-05-28 15:41:35,2023-05-28 15:41:29,4.14300000,3.09300000,A
2023-05-28 15:47:35,2023-05-28 15:47:29,4.04100000,2.99100000,A
2023-05-28 15:53:35,2023-05-28 15:53:29,3.95300000,2.90300000,A
2023-05-28 15:59:35,2023-05-28 15:59:29,3.87300000,2.82300000,A
2023-05-28 16:05:35,2023-05-28 16:05:29,3.76300000,2.71300000,A
2023-05-28 16:11:35,2023-05-28 16:11:29,3.70500000,2.65500000,A
2023-05-28 16:17:35,2023-05-28 16:17:29,3.70100000,2.65100000,A
2023-05-28 16:23:35,2023-05-28 16:23:29,3.66200000,2.61200000,A
2023-05-28 16:29:35,2023-05-28 16:29:29,3.63000000,2.58000000,A
2023-05-28 16:35:35,2023-05-28 16:35:29,3.47300000,2.42300000,A
2023-05-28 16:41:35,2023-05-28 16:41:29,3.41200000,2.36200000,A
2023-05-28 16:47:35,2023-05-28 16:47:29,3.34300000,2.29300000,A
2023-05-28 16:53:35,2023-05-28 16:53:29,3.28300000,2.23300000,A
2023-05-28 16:59:35,2023-05-28 16:59:29,3.19400000,2.14400000,A
2023-05-28 17:05:35,2023-05-28 17:05:29,3.13300000,2.08300000,A
2023-05-28 17:11:35,2023-05-28 17:11:29,3.15800000,2.10800000,A
2023-05-28 17:17:35,2023-05-28 17:17:29,3.18600000,2.13600000,A
2023-05-28 17:23:35,2023-05-28 17:23:29,3.14100000,2.09100000,A
2023-05-28 17:29:35,2023-05-28 17:29:29,3.09000000,2.04000000,A
2023-05-28 17:35:35,2023-05-28 17:35:29,3.02800000,1.97800000,A
2023-05-28 17:41:35,2023-05-28 17:41:29,2.92900000,1.87900000,A
2023-05-28 17:47:35,2023-05-28 17:47:29,2.86200000,1.81200000,A
2023-05-28 17:53:35,2023-05-28 17:53:29,2.74200000,1.69200000,A
2023-05-28 17:59:35,2023-05-28 17:59:29,2.59100000,1.54100000,A
2023-05-28 18:05:35,2023-05-28 18:05:29,2.51800000,1.46800000,A
2023-05-28 18:11:35,2023-05-28 18:11:29,2.47400000,1.42400000,A
2023-05-28 18:17:35,2023-05-28 18:17:29,2.41800000,1.36800000,A
2023-05-28 18:23:35,2023-05-28 18:23:29,2.38000000,1.33000000,A
2023-05-28 18:29:35,2023-05-28 18:29:29,2.32500000,1.27500000,A
2023-05-28 18:35:35,2023-05-28 18:35:29,2.26400000,1.21400000,A
2023-05-28 18:41:35,2023-05-28 18:41:29,2.22900000,1.17900000,A
2023-05-28 18:47:35,2023-05-28 18:47:29,2.19200000,1.14200000,A
2023-05-28 18:53:35,2023-05-28 18:53:29,2.21100000,1.16100000,A
2023-05-28 18:59:35,2023-05-28 18:59:29,2.16200000,1.11200000,A
2023-05-28 19:05:35,2023-05-28 19:05:29,2.11800000,1.06800000,A
2023-05-28 19:11:35,2023-05-28 19:11:29,2.13700000,1.08700000,A
2023-05-28 19:17:35,2023-05-28 19:17:29,2.12400000,1.07400000,A
2023-05-28 19:23:35,2023-05-28 19:23:29,2.07600000,1.02600000,A
2023-05-28 19:29:35,2023-05-28 19:29:29,2.03600000,0.98600000,A
2023-05-28 19:35:35,2023-05-28 19:35:29,1.97900000,0.92900000,A
2023-05-28 19:41:35,2023-05-28 19:41:29,1.97000000,0.92000000,A
2023-05-28 19:47:35,2023-05-28 19:47:29,1.95700000,0.90700000,A
2023-05-28 19:53:35,2023-05-28 19:53:29,1.92700000,0.87700000,A
2023-05-28 19:59:35,2023-05-28 19:59:29,1.88600000,0.83600000,A
2023-05-28 20:05:35,2023-05-28 20:05:29,1.84900000,0.79900000,A
2023-05-28 20:11:35,2023-05-28 20:11:29,1.82400000,0.77400000,A
2023-05-28 20:17:35,2023-05-28 20:17:29,1.79800000,0.74800000,A
2023-05-28 20:23:35,2023-05-28 20:23:29,1.76300000,0.71300000,A
2023-05-28 20:29:35,2023-05-28 20:29:29,1.71400000,0.66400000,A
2023-05-28 20:35:35,2023-05-28 20:35:29,1.68600000,0.63600000,A
2023-05-28 20:41:35,2023-05-28 20:41:29,1.67000000,0.62000000,A
2023-05-28 20:47:35,2023-05-28 20:47:29,1.68900000,0.63900000,A
2023-05-28 20:53:35,2023-05-28 20:53:29,1.72000000,0.67000000,A
2023-05-28 20:59:35,2023-05-28 20:59:29,1.74700000,0.69700000,A
2023-05-28 21:05:35,2023-05-28 21:05:29,1.79000000,0.74000000,A
2023-05-28 21:11:35,2023-05-28 21:11:29,1.85900000,0.80900000,A
2023-05-28 21:17:35,2023-05-28 21:17:29,1.91600000,0.86600000,A
2023-05-28 21:23:35,2023-05-28 21:23:29,1.97000000,0.92000000,A
2023-05-28 21:29:35,2023-05-28 21:29:29,2.02100000,0.97100000,A
2023-05-28 21:35:35,2023-05-28 21:35:29,2.06500000,1.01500000,A
2023-05-28 21:41:35,2023-05-28 21:41:29,2.09600000,1.04600000,A
2023-05-28 21:47:35,2023-05-28 21:47:29,2.10500000,1.05500000,A
2023-05-28 21:53:35,2023-05-28 21:53:29,2.10300000,1.05300000,A
2023-05-28 21:59:35,2023-05-28 21:59:29,2.09500000,1.04500000,A
2023-05-28 22:05:35,2023-05-28 22:05:29,2.11300000,1.06300000,A
2023-05-28 22:11:35,2023-05-28 22:11:29,2.13400000,1.08400000,A
2023-05-28 22:17:35,2023-05-28 22:17:29,2.20600000,1.15600000,A
2023-05-28 22:23:35,2023-05-28 22:23:29,2.28400000,1.23400000,A
2023-05-28 22:29:35,2023-05-28 22:29:29,2.34200000,1.29200000,A
2023-05-28 22:35:35,2023-05-28 22:35:29,2.39100000,1.34100000,A
2023-05-28 22:41:35,2023-05-28 22:41:29,2.47000000,1.42000000,A
2023-05-28 22:47:35,2023-05-28 22:47:29,2.58700000,1.53700000,A
2023-05-28 22:53:35,2023-05-28 22:53:29,2.70100000,1.65100000,A
2023-05-28 22:59:35,2023-05-28 22:59:29,2.80200000,1.75200000,A
2023-05-28 23:05:35,2023-05-28 23:05:29,2.86400000,1.81400000,A
2023-05-28 23:11:35,2023-05-28 23:11:29,2.94200000,1.89200000,A
2023-05-28 23:17:35,2023-05-28 23:17:29,3.04000000,1.99000000,A
2023-05-28 23:23:35,2023-05-28 23:23:29,3.14000000,2.09000000,A
2023-05-28 23:29:35,2023-05-28 23:29:29,3.25900000,2.20900000,A
2023-05-28 23:35:35,2023-05-28 23:35:29,3.32500000,2.27500000,A
2023-05-28 23:41:35,2023-05-28 23:41:29,3.42200000,2.37200000,A
2023-05-28 23:47:35,2023-05-28 23:47:29,3.49500000,2.44500000,A
2023-05-28 23:53:35,2023-05-28 23:53:29,3.59100000,2.54100000,A
2023-05-28 23:59:35,2023-05-28 23:59:29,3.62000000,2.57000000,A
2023-05-29 00:05:35,2023-05-29 00:05:29,3.67300000,2.62300000,A
2023-05-29 00:11:35,2023-05-29 00:11:29,3.76600000,2.71600000,A
2023-05-29 00:17:35,2023-05-29 00:17:29,3.86000000,2.81000000,A
2023-05-29 00:23:35,2023-05-29 00:23:29,3.95200000,2.90200000,A
2023-05-29 00:29:35,2023-05-29 00:29:29,4.06200000,3.01200000,A
2023-05-29 00:35:35,2023-05-29 00:35:29,4.21900000,3.16900000,A
2023-05-29 00:41:35,2023-05-29 00:41:29,4.30500000,3.25500000,A
2023-05-29 00:47:35,2023-05-29 00:47:29,4.41600000,3.36600000,A
2023-05-29 00:53:35,2023-05-29 00:53:29,4.49000000,3.44000000,A
2023-05-29 00:59:35,2023-05-29 00:59:29,4.53100000,3.48100000,A
2023-05-29 01:05:35,2023-05-29 01:05:29,4.56200000,3.51200000,A
2023-05-29 01:11:35,2023-05-29 01:11:29,4.58000000,3.53000000,A
2023-05-29 01:17:35,2023-05-29 01:17:29,4.60600000,3.55600000,A
2023-05-29 01:23:35,2023-05-29 01:23:29,4.68600000,3.63600000,A
2023-05-29 01:29:35,2023-05-29 01:29:29,4.69900000,3.64900000,A
2023-05-29 01:35:35,2023-05-29 01:35:29,4.81000000,3.76000000,A
2023-05-29 01:41:35,2023-05-29 01:41:29,4.90900000,3.85900000,A
2023-05-29 01:47:35,2023-05-29 01:47:29,5.02000000,3.97000000,A
2023-05-29 01:53:35,2023-05-29 01:53:29,5.11900000,4.06900000,A
2023-05-29 01:59:35,2023-05-29 01:59:29,5.17100000,4.12100000,A
2023-05-29 02:05:35,2023-05-29 02:05:29,5.24100000,4.19100000,A
2023-05-29 02:11:35,2023-05-29 02:11:29,5.28200000,4.23200000,A
2023-05-29 02:17:35,2023-05-29 02:17:29,5.29200000,4.24200000,A
2023-05-29 02:23:35,2023-05-29 02:23:29,5.32900000,4.27900000,A
2023-05-29 02:29:35,2023-05-29 02:29:29,5.31600000,4.26600000,A
2023-05-29 02:35:35,2023-05-29 02:35:29,5.36900000,4.31900000,A
2023-05-29 02:41:35,2023-05-29 02:41:29,5.41600000,4.36600000,A
2023-05-29 02:47:35,2023-05-29 02:47:29,5.45900000,4.40900000,A
2023-05-29 02:53:35,2023-05-29 02:53:29,5.52500000,4.47500000,A
2023-05-29 02:59:35,2023-05-29 02:59:29,5.51200000,4.46200000,A
2023-05-29 03:05:35,2023-05-29 03:05:29,5.52600000,4.47600000,A
2023-05-29 03:11:35,2023-05-29 03:11:29,5.47800000,4.42800000,A
2023-05-29 03:17:35,2023-05-29 03:17:29,5.45000000,4.40000000,A
2023-05-29 03:23:35,2023-05-29 03:23:29,5.40700000,4.35700000,A
2023-05-29 03:29:35,2023-05-29 03:29:29,5.46700000,4.41700000,A
2023-05-29 03:35:35,2023-05-29 03:35:29,5.50700000,4.45700000,A
2023-05-29 03:41:35,2023-05-29 03:41:29,5.58800000,4.53800000,A
2023-05-29 03:47:35,2023-05-29 03:47:29,5.64000000,4.59000000,A
2023-05-29 03:53:35,2023-05-29 03:53:29,5.66600000,4.61600000,A
2023-05-29 03:59:40,2023-05-29 03:59:29,5.68200000,4.63200000,A
2023-05-29 04:05:35,2023-05-29 04:05:29,5.65700000,4.60700000,A
2023-05-29 04:11:35,2023-05-29 04:11:29,5.60000000,4.55000000,A
2023-05-29 04:17:35,2023-05-29 04:17:29,5.51300000,4.46300000,A
2023-05-29 04:23:35,2023-05-29 04:23:29,5.48600000,4.43600000,A
2023-05-29 04:29:40,2023-05-29 04:29:29,5.38900000,4.33900000,A
2023-05-29 04:35:35,2023-05-29 04:35:29,5.34900000,4.29900000,A
2023-05-29 04:41:35,2023-05-29 04:41:29,5.23700000,4.18700000,A
2023-05-29 04:47:35,2023-05-29 04:47:29,5.20700000,4.15700000,A
2023-05-29 04:53:35,2023-05-29 04:53:29,5.16700000,4.11700000,A
2023-05-29 04:59:35,2023-05-29 04:59:29,5.13700000,4.08700000,A
2023-05-29 05:05:35,2023-05-29 05:05:29,5.14200000,4.09200000,A
2023-05-29 05:11:35,2023-05-29 05:11:29,5.06200000,4.01200000,A
2023-05-29 05:17:35,2023-05-29 05:17:29,4.98300000,3.93300000,A
2023-05-29 05:23:35,2023-05-29 05:23:29,4.87600000,3.82600000,A
2023-05-29 05:29:35,2023-05-29 05:29:29,4.79100000,3.74100000,A
2023-05-29 05:35:35,2023-05-29 05:35:29,4.69700000,3.64700000,A
2023-05-29 05:41:35,2023-05-29 05:41:29,4.66000000,3.61000000,A
2023-05-29 05:47:35,2023-05-29 05:47:29,4.67700000,3.62700000,A
2023-05-29 05:53:35,2023-05-29 05:53:29,4.68700000,3.63700000,A
2023-05-29 05:59:35,2023-05-29 05:59:29,4.67100000,3.62100000,A
2023-05-29 06:05:35,2023-05-29 06:05:29,4.59500000,3.54500000,A
2023-05-29 06:11:35,2023-05-29 06:11:29,4.47500000,3.42500000,A
2023-05-29 06:17:35,2023-05-29 06:17:29,4.37900000,3.32900000,A
2023-05-29 06:23:35,2023-05-29 06:23:29,4.26300000,3.21300000,A
2023-05-29 06:29:34,2023-05-29 06:29:29,4.12100000,3.07100000,A
2023-05-29 06:35:34,2023-05-29 06:35:29,4.01800000,2.96800000,A
2023-05-29 06:41:34,2023-05-29 06:41:29,3.95900000,2.90900000,A
2023-05-29 06:47:34,2023-05-29 06:47:29,3.92000000,2.87000000,A
2023-05-29 06:53:34,2023-05-29 06:53:29,3.87100000,2.82100000,A
2023-05-29 06:59:34,2023-05-29 06:59:29,3.77100000,2.72100000,A
2023-05-29 07:05:34,2023-05-29 07:05:29,3.72400000,2.67400000,A
2023-05-29 07:11:34,2023-05-29 07:11:29,3.70300000,2.65300000,A
2023-05-29 07:17:34,2023-05-29 07:17:29,3.71800000,2.66800000,A
2023-05-29 07:23:34,2023-05-29 07:23:29,3.68200000,2.63200000,A
2023-05-29 07:29:34,2023-05-29 07:29:29,3.61400000,2.56400000,A
2023-05-29 07:35:34,2023-05-29 07:35:29,3.54000000,2.49000000,A
2023-05-29 07:41:34,2023-05-29 07:41:29,3.47900000,2.42900000,A
2023-05-29 07:47:34,2023-05-29 07:47:29,3.41400000,2.36400000,A
2023-05-29 07:53:34,2023-05-29 07:53:29,3.32400000,2.27400000,A
2023-05-29 07:59:39,2023-05-29 07:59:29,3.23300000,2.18300000,A
2023-05-29 08:05:34,2023-05-29 08:05:29,3.14600000,2.09600000,A
2023-05-29 08:11:34,2023-05-29 08:11:29,3.09300000,2.04300000,A
2023-05-29 08:17:35,2023-05-29 08:17:29,3.00900000,1.95900000,A
2023-05-29 08:23:35,2023-05-29 08:23:29,2.96600000,1.91600000,A
2023-05-29 08:29:40,2023-05-29 08:29:29,2.92700000,1.87700000,A
2023-05-29 08:35:35,2023-05-29 08:35:29,2.85900000,1.80900000,A
2023-05-29 08:41:35,2023-05-29 08:41:29,2.83900000,1.78900000,A
2023-05-29 08:47:35,2023-05-29 08:47:29,2.87100000,1.82100000,A
2023-05-29 08:53:35,2023-05-29 08:53:29,2.85300000,1.80300000,A
2023-05-29 08:59:35,2023-05-29 08:59:29,2.84900000,1.79900000,A
2023-05-29 09:05:35,2023-05-29 09:05:29,2.84100000,1.79100000,A
2023-05-29 09:11:35,2023-05-29 09:11:29,2.85100000,1.80100000,A
2023-05-29 09:17:35,2023-05-29 09:17:29,2.88800000,1.83800000,A
2023-05-29 09:23:35,2023-05-29 09:23:29,2.89600000,1.84600000,A
2023-05-29 09:29:35,2023-05-29 09:29:29,2.91900000,1.86900000,A
2023-05-29 09:35:35,2023-05-29 09:35:29,2.90200000,1.85200000,A
2023-05-29 09:41:35,2023-05-29 09:41:29,2.88900000,1.83900000,A
2023-05-29 09:47:35,2023-05-29 09:47:29,2.87800000,1.82800000,A
2023-05-29 09:53:35,2023-05-29 09:53:29,2.90500000,1.85500000,A
2023-05-29 09:59:35,2023-05-29 09:59:29,2.89100000,1.84100000,A
2023-05-29 10:05:35,2023-05-29 10:05:29,2.83100000,1.78100000,A
2023-05-29 10:11:35,2023-05-29 10:11:29,2.82500000,1.77500000,A
2023-05-29 10:17:35,2023-05-29 10:17:29,2.83100000,1.78100000,A
2023-05-29 10:23:35,2023-05-29 10:23:29,2.79200000,1.74200000,A
2023-05-29 10:29:35,2023-05-29 10:29:29,2.83900000,1.78900000,A
2023-05-29 10:35:35,2023-05-29 10:35:29,2.85200000,1.80200000,A
2023-05-29 10:41:35,2023-05-29 10:41:29,2.88000000,1.83000000,A
2023-05-29 10:47:35,2023-05-29 10:47:29,2.92900000,1.87900000,A
2023-05-29 10:53:35,2023-05-29 10:53:29,2.95500000,1.90500000,A
2023-05-29 10:59:35,2023-05-29 10:59:29,3.00600000,1.95600000,A
2023-05-29 11:05:35,2023-05-29 11:05:29,3.06500000,2.01500000,A
2023-05-29 11:11:35,2023-05-29 11:11:29,3.14500000,2.09500000,A
2023-05-29 11:17:35,2023-05-29 11:17:29,3.20600000,2.15600000,A
2023-05-29 11:23:35,2023-05-29 11:23:29,3.24800000,2.19800000,A
2023-05-29 11:29:35,2023-05-29 11:29:29,3.28100000,2.23100000,A
2023-05-29 11:35:35,2023-05-29 11:35:29,3.36200000,2.31200000,A
2023-05-29 11:41:35,2023-05-29 11:41:29,3.37500000,2.32500000,A
2023-05-29 11:47:35,2023-05-29 11:47:29,3.35400000,2.30400000,A
2023-05-29 11:53:35,2023-05-29 11:53:29,3.32300000,2.27300000,A
2023-05-29 11:59:40,2023-05-29 11:59:29,3.30300000,2.25300000,A
2023-05-29 12:05:35,2023-05-29 12:05:29,3.33600000,2.28600000,A
2023-05-29 12:11:35,2023-05-29 12:11:29,3.37300000,2.32300000,A
2023-05-29 12:17:35,2023-05-29 12:17:29,3.42400000,2.37400000,A
2023-05-29 12:23:35,2023-05-29 12:23:29,3.47700000,2.42700000,A
2023-05-29 12:29:40,2023-05-29 12:29:29,3.57200000,2.52200000,A
2023-05-29 12:35:35,2023-05-29 12:35:29,3.72100000,2.67100000,A
2023-05-29 12:41:35,2023-05-29 12:41:29,3.81300000,2.76300000,A
2023-05-29 12:47:35,2023-05-29 12:47:29,3.87000000,2.82000000,A
2023-05-29 12:53:35,2023-05-29 12:53:29,3.82600000,2.77600000,A
2023-05-29 12:59:35,2023-05-29 12:59:29,3.85100000,2.80100000,A
2023-05-29 13:05:35,2023-05-29 13:05:29,3.92600000,2.87600000,A
2023-05-29 13:11:35,2023-05-29 13:11:29,4.00500000,2.95500000,A
2023-05-29 13:17:35,2023-05-29 13:17:29,4.02400000,2.97400000,A
2023-05-29 13:23:35,2023-05-29 13:23:29,4.12000000,3.07000000,A
2023-05-29 13:29:35,2023-05-29 13:29:29,4.20900000,3.15900000,A
2023-05-29 13:35:35,2023-05-29 13:35:29,4.28500000,3.23500000,A
2023-05-29 13:41:35,2023-05-29 13:41:29,4.25800000,3.20800000,A
2023-05-29 13:47:35,2023-05-29 13:47:29,4.20300000,3.15300000,A
2023-05-29 13:53:35,2023-05-29 13:53:29,4.17400000,3.12400000,A
2023-05-29 13:59:35,2023-05-29 13:59:29,4.14800000,3.09800000,A
2023-05-29 14:05:35,2023-05-29 14:05:29,4.15600000,3.10600000,A
2023-05-29 14:11:35,2023-05-29 14:11:29,4.19300000,3.14300000,A
2023-05-29 14:17:35,2023-05-29 14:17:29,4.30600000,3.25600000,A
2023-05-29 14:23:35,2023-05-29 14:23:29,4.44500000,3.39500000,A
2023-05-29 14:29:35,2023-05-29 14:29:29,4.55600000,3.50600000,A
2023-05-29 14:35:35,2023-05-29 14:35:29,4.59300000,3.54300000,A
2023-05-29 14:41:35,2023-05-29 14:41:29,4.59200000,3.54200000,A
2023-05-29 14:47:35,2023-05-29 14:47:29,4.50300000,3.45300000,A
2023-05-29 14:53:35,2023-05-29 14:53:29,4.46500000,3.41500000,A
2023-05-29 14:59:35,2023-05-29 14:59:29,4.40600000,3.35600000,A
2023-05-29 15:05:35,2023-05-29 15:05:29,4.43000000,3.38000000,A
2023-05-29 15:11:35,2023-05-29 15:11:29,4.50800000,3.45800000,A
2023-05-29 15:17:35,2023-05-29 15:17:29,4.53700000,3.48700000,A
2023-05-29 15:23:35,2023-05-29 15:23:29,4.57100000,3.52100000,A
2023-05-29 15:29:35,2023-05-29 15:29:29,4.56500000,3.51500000,A
2023-05-29 15:35:35,2023-05-29 15:35:29,4.47200000,3.42200000,A
2023-05-29 15:41:35,2023-05-29 15:41:29,4.38300000,3.33300000,A
2023-05-29 15:47:35,2023-05-29 15:47:29,4.29100000,3.24100000,A
2023-05-29 15:53:35,2023-05-29 15:53:29,4.26100000,3.21100000,A
2023-05-29 15:59:40,2023-05-29 15:59:29,4.28600000,3.23600000,A
2023-05-29 16:05:35,2023-05-29 16:05:29,4.30700000,3.25700000,A
2023-05-29 16:11:35,2023-05-29 16:11:29,4.32100000,3.27100000,A
2023-05-29 16:17:35,2023-05-29 16:17:29,4.31600000,3.26600000,A
2023-05-29 16:23:35,2023-05-29 16:23:29,4.26100000,3.21100000,A
2023-05-29 16:29:40,2023-05-29 16:29:29,4.19400000,3.14400000,A
2023-05-29 16:35:35,2023-05-29 16:35:29,4.13200000,3.08200000,A
2023-05-29 16:41:35,2023-05-29 16:41:29,4.08000000,3.03000000,A
2023-05-29 16:47:35,2023-05-29 16:47:29,4.12200000,3.07200000,A
2023-05-29 16:53:35,2023-05-29 16:53:29,4.10900000,3.05900000,A
2023-05-29 16:59:35,2023-05-29 16:59:29,4.14000000,3.09000000,A
2023-05-29 17:05:35,2023-05-29 17:05:29,4.10700000,3.05700000,A
2023-05-29 17:11:35,2023-05-29 17:11:29,4.00900000,2.95900000,A
2023-05-29 17:17:35,2023-05-29 17:17:29,3.93400000,2.88400000,A
2023-05-29 17:23:35,2023-05-29 17:23:29,3.78100000,2.73100000,A
2023-05-29 17:29:35,2023-05-29 17:29:29,3.66300000,2.61300000,A
2023-05-29 17:35:35,2023-05-29 17:35:29,3.55600000,2.50600000,A
2023-05-29 17:41:35,2023-05-29 17:41:29,3.45800000,2.40800000,A
2023-05-29 17:47:35,2023-05-29 17:47:29,3.39800000,2.34800000,A
2023-05-29 17:53:35,2023-05-29 17:53:29,3.36300000,2.31300000,A
2023-05-29 17:59:35,2023-05-29 17:59:29,3.31200000,2.26200000,A
2023-05-29 18:05:35,2023-05-29 18:05:29,3.29600000,2.24600000,A
2023-05-29 18:11:35,2023-05-29 18:11:29,3.25500000,2.20500000,A
2023-05-29 18:17:35,2023-05-29 18:17:29,3.20100000,2.15100000,A
2023-05-29 18:23:35,2023-05-29 18:23:29,3.19700000,2.14700000,A
2023-05-29 18:29:35,2023-05-29 18:29:29,3.14100000,2.09100000,A
2023-05-29 18:35:35,2023-05-29 18:35:29,3.07500000,2.02500000,A
2023-05-29 18:41:35,2023-05-29 18:41:29,3.02200000,1.97200000,A
2023-05-29 18:47:35,2023-05-29 18:47:29,2.92100000,1.87100000,A
2023-05-29 18:53:35,2023-05-29 18:53:29,2.86600000,1.81600000,A
2023-05-29 18:59:35,2023-05-29 18:59:29,2.77300000,1.72300000,A
2023-05-29 19:05:35,2023-05-29 19:05:29,2.67600000,1.62600000,A
2023-05-29 19:11:35,2023-05-29 19:11:29,2.62800000,1.57800000,A
2023-05-29 19:17:35,2023-05-29 19:17:29,2.58000000,1.53000000,A
2023-05-29 19:23:35,2023-05-29 19:23:29,2.54100000,1.49100000,A
2023-05-29 19:29:35,2023-05-29 19:29:29,2.48500000,1.43500000,A
2023-05-29 19:35:35,2023-05-29 19:35:29,2.39300000,1.34300000,A
2023-05-29 19:41:35,2023-05-29 19:41:29,2.33600000,1.28600000,A
2023-05-29 19:47:35,2023-05-29 19:47:29,2.28800000,1.23800000,A
2023-05-29 19:53:35,2023-05-29 19:53:29,2.26000000,1.21000000,A
2023-05-29 19:59:40,2023-05-29 19:59:29,2.22500000,1.17500000,A
2023-05-29 20:05:35,2023-05-29 20:05:29,2.16800000,1.11800000,A
2023-05-29 20:11:35,2023-05-29 20:11:29,2.12300000,1.07300000,A
