,pred_res_0,pred_res_1,pred_res_2,pred_res_3,pred_res_4
2022-12-05 09:00:00+00:00,-0.07566291,-0.052799672,-0.1047498,-0.07523903,-0.09465
2022-12-05 10:00:00+00:00,-0.07348025,-0.049711615,-0.102733195,-0.07368451,-0.092665106
2022-12-05 11:00:00+00:00,-0.0711163,-0.04680386,-0.10045746,-0.07230571,-0.0906592
2022-12-05 12:00:00+00:00,-0.06962553,-0.04588899,-0.09944713,-0.07092905,-0.089636296
2022-12-05 13:00:00+00:00,-0.06764394,-0.04533702,-0.09776124,-0.06921461,-0.08797276
2022-12-05 14:00:00+00:00,-0.06633267,-0.04463008,-0.096446514,-0.06837517,-0.08669379
2022-12-05 15:00:00+00:00,-0.06566709,-0.044555247,-0.096131325,-0.06825161,-0.08616087
2022-12-05 16:00:00+00:00,-0.06515077,-0.045577765,-0.09701413,-0.06810218,-0.08559123
2022-12-05 17:00:00+00:00,-0.06544858,-0.04785642,-0.09866443,-0.06844714,-0.085302204
2022-12-05 18:00:00+00:00,-0.06659055,-0.0530414,-0.10088521,-0.06953481,-0.08564046
2022-12-05 19:00:00+00:00,-0.068274856,-0.05929166,-0.10323164,-0.07123354,-0.0866957
2022-12-05 20:00:00+00:00,-0.07030392,-0.0681355,-0.10565555,-0.07368085,-0.08811897
2022-12-05 21:00:00+00:00,-0.073806524,-0.07677078,-0.10776606,-0.077727705,-0.091293424
2022-12-05 22:00:00+00:00,-0.07772961,-0.085672975,-0.110363394,-0.082859874,-0.09511331
2022-12-05 23:00:00+00:00,-0.08188468,-0.09484786,-0.11436713,-0.088164926,-0.09931624
2022-12-06 00:00:00+00:00,-0.085929185,-0.10169992,-0.119210154,-0.09333694,-0.10339409
2022-12-06 01:00:00+00:00,-0.08976528,-0.11060223,-0.1242035,-0.0980168,-0.108754784
2022-12-06 02:00:00+00:00,-0.09309971,-0.12057197,-0.12868282,-0.10156748,-0.11368677
2022-12-06 03:00:00+00:00,-0.094875574,-0.12620458,-0.1306493,-0.103132695,-0.11551055
2022-12-06 04:00:00+00:00,-0.09594816,-0.12759057,-0.13072255,-0.10358909,-0.115944475
2022-12-06 05:00:00+00:00,-0.09612608,-0.125305,-0.12942678,-0.10281503,-0.11530164
2022-12-06 06:00:00+00:00,-0.0964776,-0.120864004,-0.12719706,-0.10246509,-0.11524323
2022-12-06 07:00:00+00:00,-0.09558919,-0.1159502,-0.12435204,-0.10228768,-0.114240706
2022-12-06 08:00:00+00:00,-0.09434444,-0.111747384,-0.12224129,-0.10229215,-0.11322045
2022-12-06 09:00:00+00:00,-0.09300941,-0.10859391,-0.12165159,-0.10124454,-0.11244607
2022-12-06 10:00:00+00:00,-0.09182769,-0.10736555,-0.12165755,-0.099475,-0.11189121
2022-12-06 11:00:00+00:00,-0.090318024,-0.106119394,-0.1209425,-0.096322566,-0.110437244
2022-12-06 12:00:00+00:00,-0.08840281,-0.10467407,-0.1190407,-0.093661726,-0.10813588
2022-12-06 13:00:00+00:00,-0.0865646,-0.10204303,-0.11730036,-0.09225574,-0.10584378
2022-12-06 14:00:00+00:00,-0.08517465,-0.10074794,-0.11655697,-0.09149557,-0.10436925
2022-12-06 15:00:00+00:00,-0.08567968,-0.10568872,-0.11853585,-0.092591465,-0.10515997
2022-12-06 16:00:00+00:00,-0.087871075,-0.11643103,-0.12329149,-0.09605935,-0.107841134
2022-12-06 17:00:00+00:00,-0.09291276,-0.12891757,-0.13024259,-0.10107848,-0.11348668
2022-12-06 18:00:00+00:00,-0.097344756,-0.13897094,-0.13748899,-0.10501003,-0.11766794
2022-12-06 19:00:00+00:00,-0.10228032,-0.14414659,-0.14431968,-0.10832921,-0.122079164
2022-12-06 20:00:00+00:00,-0.107527465,-0.14808291,-0.14693183,-0.11135051,-0.12627903
2022-12-06 21:00:00+00:00,-0.11197537,-0.15130067,-0.14787027,-0.11377329,-0.12954181
2022-12-06 22:00:00+00:00,-0.11647552,-0.15444162,-0.14850256,-0.11690289,-0.13277408
2022-12-06 23:00:00+00:00,-0.12131196,-0.15752387,-0.14943328,-0.120800555,-0.1371324
2022-12-07 00:00:00+00:00,-0.12708911,-0.1602864,-0.15229177,-0.1247766,-0.14252937
2022-12-07 01:00:00+00:00,-0.13220963,-0.16268241,-0.15595436,-0.12837347,-0.14766061
2022-12-07 02:00:00+00:00,-0.13593072,-0.16445231,-0.16034159,-0.13139659,-0.15244627
2022-12-07 03:00:00+00:00,-0.13938701,-0.16462505,-0.16453376,-0.13347581,-0.15682751
2022-12-07 04:00:00+00:00,-0.14205948,-0.16481653,-0.16727307,-0.13529181,-0.1602135
2022-12-07 05:00:00+00:00,-0.14381891,-0.16560781,-0.16881394,-0.13704428,-0.16224325
2022-12-07 06:00:00+00:00,-0.14555869,-0.16675127,-0.16983089,-0.13896313,-0.16382983
2022-12-07 07:00:00+00:00,-0.14746091,-0.16797817,-0.17110503,-0.1408771,-0.16577578
2022-12-07 08:00:00+00:00,-0.14993495,-0.16966781,-0.17261195,-0.14300764,-0.16784272
2022-12-07 09:00:00+00:00,-0.15247968,-0.17166838,-0.17415243,-0.1454598,-0.1699177
2022-12-07 10:00:00+00:00,-0.15529919,-0.17328358,-0.17563355,-0.14836282,-0.17230338
2022-12-07 11:00:00+00:00,-0.15854171,-0.17495975,-0.17743245,-0.15159231,-0.17490295
2022-12-07 12:00:00+00:00,-0.16188559,-0.17662677,-0.17924401,-0.1553098,-0.1775927
2022-12-07 13:00:00+00:00,-0.16547552,-0.17850593,-0.18170244,-0.15905887,-0.18029305
2022-12-07 14:00:00+00:00,-0.1689586,-0.18100315,-0.18453127,-0.16258815,-0.18276614
2022-12-07 15:00:00+00:00,-0.17216694,-0.18411002,-0.18791893,-0.16562158,-0.18523917
2022-12-07 16:00:00+00:00,-0.17496681,-0.18731922,-0.19142616,-0.16807905,-0.18757382
2022-12-07 17:00:00+00:00,-0.17724836,-0.19044015,-0.1945109,-0.17024902,-0.18966925
2022-12-07 18:00:00+00:00,-0.1787476,-0.19304162,-0.19694158,-0.17231572,-0.19145527
2022-12-07 19:00:00+00:00,-0.17986128,-0.19457951,-0.1989879,-0.17387941,-0.19308868
2022-12-07 20:00:00+00:00,-0.18012351,-0.19516486,-0.20099023,-0.17483786,-0.19470987
2022-12-07 21:00:00+00:00,-0.1801273,-0.19568533,-0.2028239,-0.174932,-0.19634196
2022-12-07 22:00:00+00:00,-0.17966124,-0.1962494,-0.20449331,-0.17422393,-0.197831
2022-12-07 23:00:00+00:00,-0.17860466,-0.19659087,-0.20500866,-0.1728161,-0.19894642
2022-12-08 00:00:00+00:00,-0.1768066,-0.19481778,-0.20401508,-0.17071083,-0.19936204
2022-12-08 01:00:00+00:00,-0.17466944,-0.19155863,-0.20213178,-0.16824234,-0.19948077
2022-12-08 02:00:00+00:00,-0.17265418,-0.18773437,-0.19978029,-0.16590801,-0.19948259
2022-12-08 03:00:00+00:00,-0.17097166,-0.18613881,-0.1972265,-0.1639348,-0.19911703
2022-12-08 04:00:00+00:00,-0.16975325,-0.18487918,-0.19480449,-0.1626369,-0.19849223
2022-12-08 05:00:00+00:00,-0.16880661,-0.18231514,-0.19313133,-0.1617763,-0.19809443
2022-12-08 06:00:00+00:00,-0.16823769,-0.18008742,-0.19237596,-0.16124114,-0.19827658
2022-12-08 07:00:00+00:00,-0.16780186,-0.17931727,-0.19214565,-0.16061518,-0.19882587
2022-12-08 08:00:00+00:00,-0.16763094,-0.17961317,-0.19215307,-0.15998632,-0.19938359
2022-12-08 09:00:00+00:00,-0.16714236,-0.17931518,-0.19175178,-0.15897325,-0.19975826
2022-12-08 10:00:00+00:00,-0.16618821,-0.177109,-0.19051275,-0.15723729,-0.19971657
2022-12-08 11:00:00+00:00,-0.16458446,-0.17361358,-0.18896621,-0.15512928,-0.19923306
2022-12-08 12:00:00+00:00,-0.16309813,-0.17029598,-0.18752462,-0.15288013,-0.1985614
2022-12-08 13:00:00+00:00,-0.16121733,-0.16832325,-0.18607083,-0.15040958,-0.19749025
2022-12-08 14:00:00+00:00,-0.15906826,-0.16482976,-0.18443608,-0.14765769,-0.19624397
2022-12-08 15:00:00+00:00,-0.15707305,-0.16077209,-0.18218997,-0.14451522,-0.19520906
2022-12-08 16:00:00+00:00,-0.15453094,-0.15557432,-0.17966619,-0.14059582,-0.19379637
2022-12-08 17:00:00+00:00,-0.15061375,-0.14886001,-0.176361,-0.13511252,-0.19170883
2022-12-08 18:00:00+00:00,-0.14570707,-0.14062676,-0.1723522,-0.12791407,-0.1867545
2022-12-08 19:00:00+00:00,-0.13922316,-0.13012522,-0.16671976,-0.1192148,-0.1791889
2022-12-08 20:00:00+00:00,-0.13170397,-0.11854404,-0.15949756,-0.10987246,-0.1698317
2022-12-08 21:00:00+00:00,-0.12137526,-0.1040591,-0.15028211,-0.09878555,-0.15772426
2022-12-08 22:00:00+00:00,-0.10819608,-0.09048566,-0.13968605,-0.08760357,-0.14332762
2022-12-08 23:00:00+00:00,-0.094596595,-0.08140525,-0.12748891,-0.07663271,-0.12710503
2022-12-09 00:00:00+00:00,-0.08007315,-0.07210243,-0.1135228,-0.06545362,-0.10896963
2022-12-09 01:00:00+00:00,-0.066927135,-0.06418896,-0.100844264,-0.055637807,-0.09296462
2022-12-09 02:00:00+00:00,-0.055832654,-0.05782345,-0.090051234,-0.049257547,-0.08171898
2022-12-09 03:00:00+00:00,-0.048711717,-0.05465126,-0.082809985,-0.04697594,-0.0754551
2022-12-09 04:00:00+00:00,-0.046700418,-0.055222422,-0.08155805,-0.048957825,-0.07405186
2022-12-09 05:00:00+00:00,-0.051502794,-0.060071528,-0.08656943,-0.055364788,-0.078326285
2022-12-09 06:00:00+00:00,-0.06355396,-0.06740239,-0.09761283,-0.06521648,-0.08855215
2022-12-09 07:00:00+00:00,-0.077525854,-0.07961953,-0.11157456,-0.07588899,-0.10182437
2022-12-09 08:00:00+00:00,-0.09193465,-0.09639734,-0.1263847,-0.087358594,-0.117997676
2022-12-09 09:00:00+00:00,-0.107568264,-0.11398727,-0.14077461,-0.10281536,-0.13649905
2022-12-09 10:00:00+00:00,-0.12384924,-0.13156602,-0.15428948,-0.12278101,-0.15316617
2022-12-09 11:00:00+00:00,-0.13929465,-0.15150413,-0.16445363,-0.14081872,-0.16408089
2022-12-09 12:00:00+00:00,-0.15404862,-0.16625795,-0.17366451,-0.15655503,-0.17475209
2022-12-09 13:00:00+00:00,-0.16728577,-0.17695072,-0.18230262,-0.1684857,-0.1851289
2022-12-09 14:00:00+00:00,-0.17842564,-0.18344879,-0.19049859,-0.1775876,-0.19250044
2022-12-09 15:00:00+00:00,-0.18605465,-0.19044963,-0.19765669,-0.18348888,-0.19817746
2022-12-09 16:00:00+00:00,-0.1913777,-0.19472125,-0.20292333,-0.18657127,-0.20262751
2022-12-09 17:00:00+00:00,-0.193257,-0.19711572,-0.20636967,-0.18751386,-0.20557383
2022-12-09 18:00:00+00:00,-0.19280347,-0.19836313,-0.20790955,-0.18717214,-0.20614004
2022-12-09 19:00:00+00:00,-0.18988344,-0.19833362,-0.20764354,-0.18598017,-0.20589268
2022-12-09 20:00:00+00:00,-0.1858376,-0.1964159,-0.20565256,-0.1840181,-0.20472154
2022-12-09 21:00:00+00:00,-0.18052551,-0.19303408,-0.20283276,-0.18073335,-0.20251799
2022-12-09 22:00:00+00:00,-0.1739335,-0.1878472,-0.19958979,-0.1759482,-0.1995042
2022-12-09 23:00:00+00:00,-0.16664356,-0.18243927,-0.19594938,-0.16976574,-0.19588858
2022-12-10 00:00:00+00:00,-0.1597349,-0.1782848,-0.19206703,-0.16240713,-0.19076207
2022-12-10 01:00:00+00:00,-0.15236661,-0.17342609,-0.18609971,-0.15391931,-0.18443906
2022-12-10 02:00:00+00:00,-0.14367771,-0.16595009,-0.17838424,-0.1441924,-0.17688766
2022-12-10 03:00:00+00:00,-0.13329327,-0.15441632,-0.16905466,-0.13315895,-0.16758308
2022-12-10 04:00:00+00:00,-0.121553004,-0.13944918,-0.15870783,-0.1211445,-0.15252626
2022-12-10 05:00:00+00:00,-0.10821116,-0.122698605,-0.14687634,-0.10815385,-0.13605252
2022-12-10 06:00:00+00:00,-0.0933944,-0.10603711,-0.13365775,-0.09359935,-0.1166186
2022-12-10 07:00:00+00:00,-0.07743344,-0.08665988,-0.11866224,-0.077344,-0.094643444
2022-12-10 08:00:00+00:00,-0.0610348,-0.0655812,-0.10276443,-0.0608629,-0.07138151
2022-12-10 09:00:00+00:00,-0.043195844,-0.043969214,-0.08280009,-0.042767167,-0.048240304
2022-12-10 10:00:00+00:00,-0.024732172,-0.024982035,-0.060385466,-0.023338646,-0.024824142
2022-12-10 11:00:00+00:00,-0.0040172935,-0.0067890286,-0.03437203,-0.0015490055,0.00018203259
2022-12-10 12:00:00+00:00,0.021603763,0.014953375,-0.0056754947,0.02195242,0.02759415
2022-12-10 13:00:00+00:00,0.052705467,0.041120112,0.025158703,0.048090488,0.054930806
2022-12-10 14:00:00+00:00,0.08407217,0.08190191,0.05589199,0.07658461,0.08191025
2022-12-10 15:00:00+00:00,0.11323327,0.12109375,0.085543215,0.10681072,0.10757154
2022-12-10 16:00:00+00:00,0.13904387,0.15109861,0.1162886,0.13708565,0.12974691
2022-12-10 17:00:00+00:00,0.15968287,0.17121625,0.14393854,0.16175613,0.14680922
2022-12-10 18:00:00+00:00,0.17246926,0.18386912,0.16216952,0.17821488,0.1558196
2022-12-10 19:00:00+00:00,0.18050188,0.1896643,0.17338932,0.1861172,0.15890455
2022-12-10 20:00:00+00:00,0.19049501,0.19024897,0.1883409,0.20021406,0.16162044
2022-12-10 21:00:00+00:00,0.19377005,0.18197262,0.19573486,0.20584223,0.1579889
2022-12-10 22:00:00+00:00,0.19086266,0.17861205,0.20062065,0.20508733,0.15094543
2022-12-10 23:00:00+00:00,0.17994797,0.17839676,0.20205063,0.20049754,0.14094162
2022-12-11 00:00:00+00:00,0.16493058,0.17923468,0.20083201,0.1864433,0.13279784
2022-12-11 01:00:00+00:00,0.1566878,0.181216,0.20403147,0.18494776,0.14593971
2022-12-11 02:00:00+00:00,0.16366929,0.16747016,0.2072599,0.19109878,0.14224082
2022-12-11 03:00:00+00:00,0.16953045,0.15177238,0.20661587,0.18874016,0.13863379
2022-12-11 04:00:00+00:00,0.16906697,0.14038002,0.21115065,0.1875489,0.13691604
2022-12-11 05:00:00+00:00,0.16501582,0.13377017,0.21120507,0.1904222,0.13482302
2022-12-11 06:00:00+00:00,0.15773422,0.13312918,0.20980984,0.19827059,0.13174284
2022-12-11 07:00:00+00:00,0.14914817,0.12801892,0.20833951,0.1942189,0.12609386
2022-12-11 08:00:00+00:00,0.13780564,0.11963606,0.2029329,0.1776134,0.11872119
2022-12-11 09:00:00+00:00,0.1273799,0.11300999,0.19652951,0.16227624,0.11084014
2022-12-11 10:00:00+00:00,0.116191864,0.10619432,0.18942422,0.14823243,0.101545334
2022-12-11 11:00:00+00:00,0.10428816,0.102415204,0.1825257,0.13455942,0.09182918
2022-12-11 12:00:00+00:00,0.09079105,0.09853464,0.17470723,0.1213533,0.08053607
2022-12-11 13:00:00+00:00,0.077834964,0.09554821,0.16633326,0.11024085,0.07044613
2022-12-11 14:00:00+00:00,0.06488639,0.09335685,0.15780485,0.10245523,0.06095004
2022-12-11 15:00:00+00:00,0.054180145,0.091855705,0.1487636,0.09755644,0.05277574
2022-12-11 16:00:00+00:00,0.04501784,0.0908919,0.13888472,0.0947676,0.04562366
2022-12-11 17:00:00+00:00,0.038101077,0.09086722,0.12912816,0.093664914,0.040103257
2022-12-11 18:00:00+00:00,0.03362024,0.091537416,0.12106711,0.09433094,0.036691904
2022-12-11 19:00:00+00:00,0.030516446,0.09317088,0.11462939,0.096319765,0.035038233
2022-12-11 20:00:00+00:00,0.02991885,0.09665859,0.111221254,0.10074589,0.036166906
2022-12-11 21:00:00+00:00,0.03224033,0.102651656,0.11086482,0.107008666,0.040465474
2022-12-11 22:00:00+00:00,0.03784597,0.109920084,0.11226535,0.11489609,0.04706508
2022-12-11 23:00:00+00:00,0.04675138,0.119638205,0.11431259,0.12403795,0.05698937
2022-12-12 00:00:00+00:00,0.059187293,0.13255489,0.1213606,0.13579014,0.070705235
2022-12-12 01:00:00+00:00,0.073759854,0.14685786,0.13177997,0.148819,0.08604753
2022-12-12 02:00:00+00:00,0.09032965,0.16134065,0.14439756,0.16308627,0.10240042
2022-12-12 03:00:00+00:00,0.1051839,0.17197257,0.1574148,0.17530814,0.11692798
2022-12-12 04:00:00+00:00,0.11817515,0.17957163,0.16927129,0.18500379,0.12799543
2022-12-12 05:00:00+00:00,0.12560397,0.18223262,0.17687964,0.18975928,0.13286811
2022-12-12 06:00:00+00:00,0.12433654,0.17558736,0.17746288,0.18617216,0.12868088
2022-12-12 07:00:00+00:00,0.115000665,0.15928608,0.17082715,0.17418441,0.115921915
2022-12-12 08:00:00+00:00,0.098670125,0.13828838,0.15706724,0.15551504,0.09682053
2022-12-12 09:00:00+00:00,0.07726467,0.11678922,0.13933575,0.13545099,0.0739184
2022-12-12 10:00:00+00:00,0.05478573,0.09917343,0.11979473,0.11886045,0.050913036
2022-12-12 11:00:00+00:00,0.03442043,0.083373785,0.10059166,0.10701206,0.030436099
2022-12-12 12:00:00+00:00,0.017781794,0.06694162,0.079220235,0.09700653,0.012747347
2022-12-12 13:00:00+00:00,-0.0017980337,0.050738692,0.057676613,0.08961347,-0.0019526482
2022-12-12 14:00:00+00:00,-0.019162059,0.032904804,0.035128593,0.06995979,-0.015251875
2022-12-12 15:00:00+00:00,-0.034373045,0.016512752,0.016511917,0.04663846,-0.029267788
2022-12-12 16:00:00+00:00,-0.042027473,0.0015512109,-0.0045416355,0.023719043,-0.044168115
2022-12-12 17:00:00+00:00,-0.04816091,-0.010269314,-0.023646235,0.0034605265,-0.050475866
2022-12-12 18:00:00+00:00,-0.05289486,-0.019152462,-0.03550479,-0.003594935,-0.054374486
2022-12-12 19:00:00+00:00,-0.056958795,-0.02512464,-0.04339826,-0.008240074,-0.057914644
2022-12-12 20:00:00+00:00,-0.059867173,-0.028722078,-0.04845321,-0.01185298,-0.060918987
2022-12-12 21:00:00+00:00,-0.061967045,-0.030543,-0.05167535,-0.014620006,-0.06353322
2022-12-12 22:00:00+00:00,-0.06325573,-0.030689865,-0.053348273,-0.016552418,-0.065372616
2022-12-12 23:00:00+00:00,-0.064466596,-0.03025058,-0.054428846,-0.018341362,-0.066725165
2022-12-13 00:00:00+00:00,-0.06586361,-0.029199243,-0.055271864,-0.020091504,-0.067748636
2022-12-13 01:00:00+00:00,-0.06747404,-0.028159976,-0.05617404,-0.02210614,-0.06861931
2022-12-13 02:00:00+00:00,-0.069318295,-0.02730468,-0.057233214,-0.023482203,-0.06937364
2022-12-13 03:00:00+00:00,-0.07102975,-0.025914311,-0.058098733,-0.02438739,-0.06971899
2022-12-13 04:00:00+00:00,-0.0727123,-0.023986757,-0.05845788,-0.025302172,-0.069723874
2022-12-13 05:00:00+00:00,-0.07395938,-0.021464914,-0.05861512,-0.02533251,-0.069493234
2022-12-13 06:00:00+00:00,-0.07521528,-0.018775761,-0.059065342,-0.026472032,-0.06917223
2022-12-13 07:00:00+00:00,-0.07631266,-0.016354471,-0.060226142,-0.026708633,-0.069093585
2022-12-13 08:00:00+00:00,-0.077774554,-0.015794963,-0.062099487,-0.029103905,-0.06952661
2022-12-13 09:00:00+00:00,-0.07948324,-0.016842008,-0.06451392,-0.034236282,-0.070349604
2022-12-13 10:00:00+00:00,-0.08124119,-0.018223971,-0.066455394,-0.0411267,-0.07143074
2022-12-13 11:00:00+00:00,-0.082980454,-0.020165652,-0.06800848,-0.04638073,-0.07257658
2022-12-13 12:00:00+00:00,-0.08501437,-0.02232042,-0.06954011,-0.048903763,-0.07383761
2022-12-13 13:00:00+00:00,-0.087136686,-0.024356484,-0.07127339,-0.04861629,-0.07513368
2022-12-13 14:00:00+00:00,-0.08908939,-0.026791245,-0.07300404,-0.048603088,-0.07644069
2022-12-13 15:00:00+00:00,-0.09100169,-0.02961561,-0.0748823,-0.049033225,-0.07781649
2022-12-13 16:00:00+00:00,-0.09282482,-0.03279379,-0.07704246,-0.04990709,-0.0792267
2022-12-13 17:00:00+00:00,-0.09470397,-0.035645872,-0.07941365,-0.050957233,-0.080610365
2022-12-13 18:00:00+00:00,-0.09649214,-0.038300216,-0.081661284,-0.052128375,-0.08192253
2022-12-13 19:00:00+00:00,-0.09821859,-0.0413948,-0.08385953,-0.05363193,-0.08305892
2022-12-13 20:00:00+00:00,-0.09976116,-0.0443964,-0.08598876,-0.055689037,-0.08393365
2022-12-13 21:00:00+00:00,-0.10124868,-0.047606796,-0.08826077,-0.058316797,-0.08457556
2022-12-13 22:00:00+00:00,-0.10291839,-0.05177775,-0.0914025,-0.06159994,-0.085223734
2022-12-13 23:00:00+00:00,-0.10483539,-0.056515574,-0.094472736,-0.0652439,-0.08596468
2022-12-14 00:00:00+00:00,-0.1069645,-0.06152615,-0.097599775,-0.06904647,-0.08695388
2022-12-14 01:00:00+00:00,-0.109310895,-0.0665541,-0.1009959,-0.07316169,-0.088152975
2022-12-14 02:00:00+00:00,-0.11171362,-0.07109305,-0.104203224,-0.07753587,-0.08941603
2022-12-14 03:00:00+00:00,-0.1139096,-0.07505557,-0.10701597,-0.08103445,-0.09060615
2022-12-14 04:00:00+00:00,-0.11593014,-0.07850233,-0.10974169,-0.08417067,-0.09170866
2022-12-14 05:00:00+00:00,-0.118025124,-0.08170092,-0.11250469,-0.087257504,-0.09282234
2022-12-14 06:00:00+00:00,-0.12019074,-0.08517462,-0.11566511,-0.09070867,-0.094029576
2022-12-14 07:00:00+00:00,-0.122500956,-0.08941367,-0.11929858,-0.09462419,-0.095354915
2022-12-14 08:00:00+00:00,-0.125153,-0.09410256,-0.12369537,-0.099089056,-0.0969885
2022-12-14 09:00:00+00:00,-0.12819356,-0.09908506,-0.12833053,-0.102968276,-0.098798156
2022-12-14 10:00:00+00:00,-0.13113368,-0.103871346,-0.13279265,-0.10590279,-0.10072842
2022-12-14 11:00:00+00:00,-0.13600242,-0.10804731,-0.13683715,-0.10795641,-0.10310149
2022-12-14 12:00:00+00:00,-0.14057568,-0.11221376,-0.14062306,-0.109600514,-0.105876714
2022-12-14 13:00:00+00:00,-0.14482987,-0.11647907,-0.14414224,-0.11093986,-0.10892704
2022-12-14 14:00:00+00:00,-0.14854822,-0.12016383,-0.14736483,-0.11217645,-0.1119937
2022-12-14 15:00:00+00:00,-0.15198934,-0.12414354,-0.15028393,-0.11337906,-0.11492148
2022-12-14 16:00:00+00:00,-0.15496686,-0.12765801,-0.15284139,-0.114430755,-0.11806369
2022-12-14 17:00:00+00:00,-0.1572836,-0.1307835,-0.15492663,-0.11521241,-0.12134388
2022-12-14 18:00:00+00:00,-0.15889436,-0.13305312,-0.15625954,-0.11584443,-0.12431151
2022-12-14 19:00:00+00:00,-0.15984887,-0.13483393,-0.15727317,-0.11664179,-0.12662154
2022-12-14 20:00:00+00:00,-0.15967518,-0.1361196,-0.15778854,-0.117414445,-0.12816828
2022-12-14 21:00:00+00:00,-0.15856698,-0.13667044,-0.15779161,-0.118083805,-0.12897873
2022-12-14 22:00:00+00:00,-0.15716258,-0.13712206,-0.15801558,-0.11874217,-0.12892616
2022-12-14 23:00:00+00:00,-0.15574646,-0.13779172,-0.15812534,-0.119273245,-0.12866238
2022-12-15 00:00:00+00:00,-0.15477598,-0.13892129,-0.15814883,-0.12006912,-0.1287939
2022-12-15 01:00:00+00:00,-0.15373462,-0.13958034,-0.1579149,-0.12107587,-0.12900573
2022-12-15 02:00:00+00:00,-0.15284097,-0.14006889,-0.15745068,-0.1222215,-0.12955624
2022-12-15 03:00:00+00:00,-0.15239188,-0.14099094,-0.15736434,-0.12317583,-0.13122085
2022-12-15 04:00:00+00:00,-0.15241995,-0.14196005,-0.15744048,-0.12413722,-0.13260174
2022-12-15 05:00:00+00:00,-0.15342832,-0.14344534,-0.15808526,-0.12506345,-0.13425446
2022-12-15 06:00:00+00:00,-0.15531793,-0.14494675,-0.15909669,-0.12575316,-0.13608372
2022-12-15 07:00:00+00:00,-0.15817666,-0.14704263,-0.16088513,-0.1269444,-0.13910514
2022-12-15 08:00:00+00:00,-0.16184196,-0.14943206,-0.16362277,-0.1284518,-0.14282787
2022-12-15 09:00:00+00:00,-0.16605893,-0.1525225,-0.1668235,-0.12969077,-0.14727128
2022-12-15 10:00:00+00:00,-0.17005184,-0.15540537,-0.16955128,-0.13067773,-0.15164629
2022-12-15 11:00:00+00:00,-0.17371103,-0.15773454,-0.170562,-0.13372609,-0.15549242
2022-12-15 12:00:00+00:00,-0.17690557,-0.15940273,-0.17156637,-0.13806343,-0.15911874
2022-12-15 13:00:00+00:00,-0.17979977,-0.16091794,-0.17273915,-0.14212087,-0.16158804
2022-12-15 14:00:00+00:00,-0.18232173,-0.16183281,-0.17370671,-0.14540988,-0.16331333
2022-12-15 15:00:00+00:00,-0.18458709,-0.1622271,-0.17493194,-0.14881387,-0.16478446
2022-12-15 16:00:00+00:00,-0.18641919,-0.16213113,-0.17679867,-0.15178683,-0.16597724
2022-12-15 17:00:00+00:00,-0.18756229,-0.16127703,-0.17847297,-0.15382648,-0.166884
2022-12-15 18:00:00+00:00,-0.18785226,-0.15952373,-0.17954746,-0.15464252,-0.16737929
2022-12-15 19:00:00+00:00,-0.1866219,-0.1574674,-0.17984691,-0.15359071,-0.1670315
2022-12-15 20:00:00+00:00,-0.18396887,-0.15626755,-0.18089712,-0.15149242,-0.16627565
2022-12-15 21:00:00+00:00,-0.17988092,-0.15427816,-0.18105057,-0.14774507,-0.16494149
2022-12-15 22:00:00+00:00,-0.17535296,-0.15156537,-0.17922094,-0.14294904,-0.16259208
2022-12-15 23:00:00+00:00,-0.17060286,-0.14894187,-0.17662391,-0.13742402,-0.15874767
2022-12-16 00:00:00+00:00,-0.16601467,-0.14644802,-0.17380583,-0.1320172,-0.15501183
2022-12-16 01:00:00+00:00,-0.1618248,-0.14385694,-0.17083707,-0.12749705,-0.15103209
2022-12-16 02:00:00+00:00,-0.15796167,-0.14141703,-0.1677393,-0.12350932,-0.14762494
2022-12-16 03:00:00+00:00,-0.15436336,-0.13938412,-0.16481,-0.1200833,-0.14458671
2022-12-16 04:00:00+00:00,-0.15118572,-0.1375831,-0.1619013,-0.11807421,-0.14214998
2022-12-16 05:00:00+00:00,-0.14907527,-0.13637671,-0.15925631,-0.117914766,-0.14020976
2022-12-16 06:00:00+00:00,-0.14833272,-0.13637325,-0.15737957,-0.11842865,-0.13909435
2022-12-16 07:00:00+00:00,-0.1491875,-0.13686013,-0.15661052,-0.11974132,-0.13921636
2022-12-16 08:00:00+00:00,-0.15126729,-0.13774464,-0.15692347,-0.12154633,-0.14038491
2022-12-16 09:00:00+00:00,-0.15463904,-0.13942969,-0.1584098,-0.12504938,-0.14309248
2022-12-16 10:00:00+00:00,-0.15856344,-0.14201075,-0.16136485,-0.1297932,-0.14703861
2022-12-16 11:00:00+00:00,-0.16239402,-0.14487845,-0.16478002,-0.13401595,-0.15118247
2022-12-16 12:00:00+00:00,-0.16548818,-0.1476636,-0.16804624,-0.13737339,-0.15503204
2022-12-16 13:00:00+00:00,-0.16722757,-0.149524,-0.1709936,-0.13923153,-0.1578778
2022-12-16 14:00:00+00:00,-0.16814813,-0.15210167,-0.17363715,-0.14021373,-0.16019335
2022-12-16 15:00:00+00:00,-0.16820994,-0.15374812,-0.17508441,-0.1398535,-0.16141737
2022-12-16 16:00:00+00:00,-0.16736135,-0.15487158,-0.17577946,-0.13896713,-0.1619845
2022-12-16 17:00:00+00:00,-0.16608286,-0.15473726,-0.17567247,-0.13726163,-0.16190815
