,pred_res_0,pred_res_1,pred_res_2,pred_res_3,pred_res_4
2022-11-24 04:00:00+00:00,-0.18268454,-0.19649923,-0.20116025,-0.17903697,-0.19802746
2022-11-24 05:00:00+00:00,-0.180652,-0.19566706,-0.19980395,-0.17696631,-0.19702187
2022-11-24 06:00:00+00:00,-0.17876643,-0.19464469,-0.19815555,-0.17472842,-0.1956631
2022-11-24 07:00:00+00:00,-0.17729345,-0.19317567,-0.19630381,-0.17279959,-0.1940135
2022-11-24 08:00:00+00:00,-0.17641339,-0.1905463,-0.1946958,-0.17128122,-0.19291249
2022-11-24 09:00:00+00:00,-0.17593515,-0.18872538,-0.19389415,-0.16992748,-0.19253281
2022-11-24 10:00:00+00:00,-0.17488939,-0.18705851,-0.19327873,-0.16842654,-0.1922288
2022-11-24 11:00:00+00:00,-0.17265943,-0.18570295,-0.19289023,-0.16601384,-0.19174045
2022-11-24 12:00:00+00:00,-0.16954857,-0.18525082,-0.19228193,-0.16265786,-0.19104719
2022-11-24 13:00:00+00:00,-0.16561568,-0.18510377,-0.19063157,-0.15844819,-0.18938175
2022-11-24 14:00:00+00:00,-0.16136464,-0.18455356,-0.1880489,-0.15430105,-0.1860117
2022-11-24 15:00:00+00:00,-0.15791756,-0.18220234,-0.1845718,-0.15070155,-0.18231106
2022-11-24 16:00:00+00:00,-0.15477464,-0.17756921,-0.18127206,-0.1475755,-0.17905304
2022-11-24 17:00:00+00:00,-0.15277377,-0.17417973,-0.17913169,-0.14512658,-0.17740202
2022-11-24 18:00:00+00:00,-0.15126213,-0.17287081,-0.1774933,-0.14309317,-0.1765145
2022-11-24 19:00:00+00:00,-0.15001854,-0.17236757,-0.1760718,-0.14143097,-0.17609581
2022-11-24 20:00:00+00:00,-0.14872941,-0.17108223,-0.17419982,-0.13984457,-0.1737727
2022-11-24 21:00:00+00:00,-0.14722824,-0.16915539,-0.17176157,-0.13842356,-0.17163408
2022-11-24 22:00:00+00:00,-0.14624718,-0.16773498,-0.16975066,-0.13787496,-0.17047992
2022-11-24 23:00:00+00:00,-0.14664292,-0.16727012,-0.16879675,-0.13840085,-0.17102578
2022-11-25 00:00:00+00:00,-0.14777029,-0.16615728,-0.168488,-0.13941842,-0.17235714
2022-11-25 01:00:00+00:00,-0.14873272,-0.16513804,-0.1688062,-0.14025077,-0.1733397
2022-11-25 02:00:00+00:00,-0.14985919,-0.16451737,-0.16988021,-0.14047864,-0.17466941
2022-11-25 03:00:00+00:00,-0.15075305,-0.16519147,-0.17097121,-0.14020488,-0.1755063
2022-11-25 04:00:00+00:00,-0.1515226,-0.16624773,-0.17142472,-0.13955638,-0.17551866
2022-11-25 05:00:00+00:00,-0.15083498,-0.16709787,-0.17084193,-0.13894728,-0.17520082
2022-11-25 06:00:00+00:00,-0.15070122,-0.16815338,-0.16999197,-0.1391649,-0.17578498
2022-11-25 07:00:00+00:00,-0.15219787,-0.16979453,-0.16994375,-0.14093703,-0.17804211
2022-11-25 08:00:00+00:00,-0.15435332,-0.17147642,-0.171265,-0.14383757,-0.17931622
2022-11-25 09:00:00+00:00,-0.15679416,-0.1730136,-0.17358914,-0.14734775,-0.18157122
2022-11-25 10:00:00+00:00,-0.15997437,-0.17474669,-0.17692518,-0.15049323,-0.18513727
2022-11-25 11:00:00+00:00,-0.16265306,-0.17716339,-0.18035498,-0.15315783,-0.18865308
2022-11-25 12:00:00+00:00,-0.16465834,-0.17928621,-0.18297806,-0.1548891,-0.19153568
2022-11-25 13:00:00+00:00,-0.16599825,-0.18097612,-0.18404046,-0.15595648,-0.19354793
2022-11-25 14:00:00+00:00,-0.16727152,-0.18292978,-0.18435416,-0.15690988,-0.19475836
2022-11-25 15:00:00+00:00,-0.16899112,-0.1845007,-0.18475571,-0.1583663,-0.19614384
2022-11-25 16:00:00+00:00,-0.1707749,-0.18618554,-0.18571737,-0.16033173,-0.19775984
2022-11-25 17:00:00+00:00,-0.17262653,-0.1871492,-0.18694177,-0.16240487,-0.19933668
2022-11-25 18:00:00+00:00,-0.1746234,-0.18842354,-0.18876222,-0.16452643,-0.20139715
2022-11-25 19:00:00+00:00,-0.17590445,-0.18967745,-0.19057569,-0.16588452,-0.20351866
2022-11-25 20:00:00+00:00,-0.17674154,-0.1909756,-0.19146347,-0.1663084,-0.20518675
2022-11-25 21:00:00+00:00,-0.17674431,-0.1917012,-0.19139716,-0.16623044,-0.20591965
2022-11-25 22:00:00+00:00,-0.17633134,-0.19240817,-0.19049805,-0.16639313,-0.20571771
2022-11-25 23:00:00+00:00,-0.17599428,-0.19174856,-0.18963861,-0.1663653,-0.20536605
2022-11-26 00:00:00+00:00,-0.17547455,-0.19032854,-0.18935794,-0.16686997,-0.20491841
2022-11-26 01:00:00+00:00,-0.17647481,-0.1910201,-0.1898481,-0.16842604,-0.205046
2022-11-26 02:00:00+00:00,-0.17744616,-0.19145852,-0.19085369,-0.17042974,-0.20568338
2022-11-26 03:00:00+00:00,-0.1783784,-0.1922769,-0.19196406,-0.17203173,-0.20627803
2022-11-26 04:00:00+00:00,-0.179481,-0.19270948,-0.19221592,-0.17379922,-0.20656455
2022-11-26 05:00:00+00:00,-0.18132621,-0.19345209,-0.19281173,-0.1759223,-0.20707348
2022-11-26 06:00:00+00:00,-0.18307778,-0.19495833,-0.19410697,-0.17809975,-0.20691651
2022-11-26 07:00:00+00:00,-0.18479699,-0.19515517,-0.19503388,-0.18068516,-0.20639667
2022-11-26 08:00:00+00:00,-0.18696317,-0.19608581,-0.1967564,-0.18399885,-0.20631504
2022-11-26 09:00:00+00:00,-0.1903961,-0.1987324,-0.1999144,-0.1879645,-0.20712718
2022-11-26 10:00:00+00:00,-0.19379461,-0.20068416,-0.20298806,-0.19133094,-0.20794883
2022-11-26 11:00:00+00:00,-0.19711688,-0.20244402,-0.2055521,-0.194496,-0.20907453
2022-11-26 12:00:00+00:00,-0.20019338,-0.2040751,-0.20721167,-0.19755498,-0.21027452
2022-11-26 13:00:00+00:00,-0.20214695,-0.20460823,-0.2076894,-0.19930929,-0.21122363
2022-11-26 14:00:00+00:00,-0.20327035,-0.205021,-0.20795712,-0.20016417,-0.21177402
2022-11-26 15:00:00+00:00,-0.20388016,-0.20573911,-0.20798379,-0.20035446,-0.21207476
2022-11-26 16:00:00+00:00,-0.2034353,-0.2070893,-0.20826197,-0.19937876,-0.21223897
2022-11-26 17:00:00+00:00,-0.20182365,-0.20813915,-0.20813414,-0.1974236,-0.2117573
2022-11-26 18:00:00+00:00,-0.19960776,-0.2067334,-0.207869,-0.19455412,-0.21100074
2022-11-26 19:00:00+00:00,-0.19653782,-0.20545334,-0.20737344,-0.19112551,-0.21030521
2022-11-26 20:00:00+00:00,-0.19242147,-0.20382336,-0.20664537,-0.18699294,-0.20894265
2022-11-26 21:00:00+00:00,-0.18748346,-0.20017019,-0.20533755,-0.18220639,-0.20682192
2022-11-26 22:00:00+00:00,-0.18181664,-0.19665062,-0.20363688,-0.17713168,-0.20416406
2022-11-26 23:00:00+00:00,-0.17629871,-0.19309124,-0.1995143,-0.17204654,-0.20062399
2022-11-27 00:00:00+00:00,-0.17146352,-0.18945163,-0.1949701,-0.16743138,-0.19707096
2022-11-27 01:00:00+00:00,-0.16782963,-0.18595701,-0.19032332,-0.16422191,-0.19359508
2022-11-27 02:00:00+00:00,-0.16529357,-0.18206504,-0.18644184,-0.16197196,-0.1903395
2022-11-27 03:00:00+00:00,-0.16327977,-0.17771533,-0.183619,-0.1602729,-0.18803582
2022-11-27 04:00:00+00:00,-0.16257203,-0.17466646,-0.18204054,-0.15954712,-0.18659768
2022-11-27 05:00:00+00:00,-0.16295055,-0.17398566,-0.18150204,-0.15964174,-0.18582723
2022-11-27 06:00:00+00:00,-0.16410017,-0.1749537,-0.18151069,-0.16049978,-0.18520987
2022-11-27 07:00:00+00:00,-0.16531959,-0.17550626,-0.1813702,-0.16194785,-0.18426895
2022-11-27 08:00:00+00:00,-0.16725,-0.17621708,-0.18203723,-0.16418236,-0.18389499
2022-11-27 09:00:00+00:00,-0.16997206,-0.17893097,-0.18374279,-0.16706762,-0.18428159
2022-11-27 10:00:00+00:00,-0.17322665,-0.18157515,-0.1858716,-0.17029426,-0.18521625
2022-11-27 11:00:00+00:00,-0.1767247,-0.18356031,-0.18820512,-0.17356789,-0.18652016
2022-11-27 12:00:00+00:00,-0.17968729,-0.18549973,-0.19039765,-0.17672917,-0.18765885
2022-11-27 13:00:00+00:00,-0.18236512,-0.18764177,-0.19288439,-0.17937964,-0.18893233
2022-11-27 14:00:00+00:00,-0.18405557,-0.18975839,-0.19521818,-0.18127888,-0.18994045
2022-11-27 15:00:00+00:00,-0.18520233,-0.19116077,-0.19741136,-0.18270952,-0.19049677
2022-11-27 16:00:00+00:00,-0.18556768,-0.1923751,-0.19931003,-0.18308651,-0.19135338
2022-11-27 17:00:00+00:00,-0.18495294,-0.1932208,-0.20060125,-0.18231562,-0.19196117
2022-11-27 18:00:00+00:00,-0.18335816,-0.19371751,-0.20133969,-0.18047786,-0.19224218
2022-11-27 19:00:00+00:00,-0.1807994,-0.19416812,-0.20116186,-0.1775746,-0.19209814
2022-11-27 20:00:00+00:00,-0.17704594,-0.19458285,-0.1998542,-0.17366472,-0.19113812
2022-11-27 21:00:00+00:00,-0.17246154,-0.19269311,-0.19707438,-0.16928762,-0.18919975
2022-11-27 22:00:00+00:00,-0.16804135,-0.19046071,-0.19325957,-0.16528955,-0.1865013
2022-11-27 23:00:00+00:00,-0.16392446,-0.18763989,-0.18921655,-0.16146621,-0.18338045
2022-11-28 00:00:00+00:00,-0.1600487,-0.1844511,-0.18548974,-0.15820897,-0.17998469
2022-11-28 01:00:00+00:00,-0.15634462,-0.1811364,-0.18242246,-0.15537655,-0.17684227
2022-11-28 02:00:00+00:00,-0.1534962,-0.17849568,-0.17999154,-0.15295202,-0.17470059
2022-11-28 03:00:00+00:00,-0.15152135,-0.17682773,-0.17795286,-0.15089229,-0.17316055
2022-11-28 04:00:00+00:00,-0.1496351,-0.17456397,-0.17555133,-0.14890471,-0.17132497
2022-11-28 05:00:00+00:00,-0.14821145,-0.17194468,-0.17231506,-0.14765868,-0.16931584
2022-11-28 06:00:00+00:00,-0.14764646,-0.1701391,-0.16901913,-0.14742664,-0.16758272
2022-11-28 07:00:00+00:00,-0.14839858,-0.16927493,-0.16746846,-0.14867342,-0.16667211
2022-11-28 08:00:00+00:00,-0.15089986,-0.16838828,-0.16719905,-0.15123618,-0.16610736
2022-11-28 09:00:00+00:00,-0.15456581,-0.16822687,-0.1669825,-0.15455106,-0.16595167
2022-11-28 10:00:00+00:00,-0.15843514,-0.16783437,-0.16552573,-0.15770331,-0.16636902
2022-11-28 11:00:00+00:00,-0.16212106,-0.16620913,-0.1642642,-0.15991354,-0.16729447
2022-11-28 12:00:00+00:00,-0.16549474,-0.16617656,-0.16320595,-0.16161734,-0.16823429
2022-11-28 13:00:00+00:00,-0.16863966,-0.16712639,-0.16396722,-0.16507861,-0.16918308
2022-11-28 14:00:00+00:00,-0.17124945,-0.16795963,-0.16650116,-0.17072013,-0.1699942
2022-11-28 15:00:00+00:00,-0.17368543,-0.16834062,-0.16928348,-0.17554614,-0.17213026
2022-11-28 16:00:00+00:00,-0.17758772,-0.16968685,-0.17301348,-0.18102315,-0.177917
2022-11-28 17:00:00+00:00,-0.18246523,-0.17397538,-0.17824233,-0.18711522,-0.18677267
2022-11-28 18:00:00+00:00,-0.1878092,-0.18766439,-0.18569282,-0.19338411,-0.19815981
2022-11-28 19:00:00+00:00,-0.19251412,-0.2028935,-0.1942521,-0.19911638,-0.2100062
2022-11-28 20:00:00+00:00,-0.19611049,-0.21476653,-0.20062757,-0.2029087,-0.22093442
2022-11-28 21:00:00+00:00,-0.19829622,-0.22263119,-0.20714632,-0.20500138,-0.2273792
2022-11-28 22:00:00+00:00,-0.19879022,-0.22560558,-0.20949906,-0.20567548,-0.22869575
2022-11-28 23:00:00+00:00,-0.19828367,-0.22631094,-0.20751998,-0.20540524,-0.22776288
2022-11-29 00:00:00+00:00,-0.19717717,-0.2244311,-0.2029531,-0.20405143,-0.22513911
2022-11-29 01:00:00+00:00,-0.19591692,-0.22213316,-0.1979942,-0.20280331,-0.22253537
2022-11-29 02:00:00+00:00,-0.19505441,-0.21873915,-0.19813994,-0.20174253,-0.22018778
2022-11-29 03:00:00+00:00,-0.19494,-0.2181699,-0.19922277,-0.2021229,-0.22091329
2022-11-29 04:00:00+00:00,-0.19494253,-0.21965343,-0.20061499,-0.20282859,-0.22257847
2022-11-29 05:00:00+00:00,-0.19473922,-0.22051603,-0.202128,-0.20319235,-0.22315145
2022-11-29 06:00:00+00:00,-0.19390705,-0.21918091,-0.20141709,-0.20317736,-0.22144294
2022-11-29 07:00:00+00:00,-0.1928783,-0.21678951,-0.19942114,-0.20140609,-0.21882156
2022-11-29 08:00:00+00:00,-0.19213045,-0.21482459,-0.19743353,-0.19952124,-0.21654764
2022-11-29 09:00:00+00:00,-0.19169828,-0.21353164,-0.19584769,-0.19805172,-0.21547869
2022-11-29 10:00:00+00:00,-0.19195908,-0.21355757,-0.1955179,-0.19759619,-0.21625105
2022-11-29 11:00:00+00:00,-0.19276717,-0.21360707,-0.19790992,-0.19779661,-0.21808037
2022-11-29 12:00:00+00:00,-0.19386944,-0.21476725,-0.20191488,-0.19788975,-0.21978948
2022-11-29 13:00:00+00:00,-0.19466835,-0.2145971,-0.20584595,-0.1974087,-0.2195319
2022-11-29 14:00:00+00:00,-0.19495064,-0.21471938,-0.20722681,-0.19723979,-0.21894568
2022-11-29 15:00:00+00:00,-0.19458672,-0.21361873,-0.20458817,-0.1967678,-0.21606666
2022-11-29 16:00:00+00:00,-0.1937001,-0.2094104,-0.19836345,-0.19532105,-0.20938954
2022-11-29 17:00:00+00:00,-0.19190472,-0.19954598,-0.1920873,-0.19264072,-0.1992338
2022-11-29 18:00:00+00:00,-0.18983993,-0.18916026,-0.18637389,-0.18989491,-0.19219673
2022-11-29 19:00:00+00:00,-0.18718663,-0.18442076,-0.18031499,-0.18678841,-0.18858323
2022-11-29 20:00:00+00:00,-0.1827622,-0.18127298,-0.17688194,-0.18169421,-0.18550125
2022-11-29 21:00:00+00:00,-0.17697486,-0.17821312,-0.18075001,-0.17454085,-0.18284512
2022-11-29 22:00:00+00:00,-0.1711328,-0.17568845,-0.18380931,-0.16695035,-0.18106663
2022-11-29 23:00:00+00:00,-0.16569084,-0.17420313,-0.1854845,-0.16042414,-0.17865497
2022-11-30 00:00:00+00:00,-0.1618152,-0.17353216,-0.18232787,-0.15558678,-0.17540222
2022-11-30 01:00:00+00:00,-0.15789956,-0.17206252,-0.17800361,-0.1523942,-0.1719234
2022-11-30 02:00:00+00:00,-0.15440404,-0.16952404,-0.17514479,-0.15133488,-0.16787261
2022-11-30 03:00:00+00:00,-0.15185869,-0.16743535,-0.17354694,-0.14977157,-0.16523969
2022-11-30 04:00:00+00:00,-0.15020627,-0.16605449,-0.17255223,-0.14864528,-0.16376525
2022-11-30 05:00:00+00:00,-0.14988765,-0.16700625,-0.17194542,-0.14840528,-0.1633268
2022-11-30 06:00:00+00:00,-0.14997208,-0.16742995,-0.1705296,-0.1491299,-0.16233289
2022-11-30 07:00:00+00:00,-0.15008119,-0.16631162,-0.16944307,-0.150166,-0.16119444
2022-11-30 08:00:00+00:00,-0.15122399,-0.16598567,-0.16975594,-0.152028,-0.16144904
2022-11-30 09:00:00+00:00,-0.15331388,-0.16627744,-0.17106763,-0.15428883,-0.16312253
2022-11-30 10:00:00+00:00,-0.15533206,-0.16635212,-0.1730811,-0.15513659,-0.16548648
2022-11-30 11:00:00+00:00,-0.15683898,-0.16628939,-0.17470038,-0.15490729,-0.16729075
2022-11-30 12:00:00+00:00,-0.15763682,-0.16564348,-0.17551655,-0.15398568,-0.16832024
2022-11-30 13:00:00+00:00,-0.15806302,-0.16539666,-0.17582881,-0.15256116,-0.16921318
2022-11-30 14:00:00+00:00,-0.1576353,-0.16475284,-0.17537016,-0.15044478,-0.16912091
2022-11-30 15:00:00+00:00,-0.15474728,-0.16313201,-0.17413506,-0.1475406,-0.16740316
2022-11-30 16:00:00+00:00,-0.15079796,-0.16107598,-0.1728077,-0.14361483,-0.16505197
2022-11-30 17:00:00+00:00,-0.14561486,-0.15801364,-0.17107761,-0.13893276,-0.16217774
2022-11-30 18:00:00+00:00,-0.13994777,-0.15490735,-0.16756621,-0.13376167,-0.1585851
2022-11-30 19:00:00+00:00,-0.13416916,-0.15116742,-0.16090885,-0.12883651,-0.15373006
2022-11-30 20:00:00+00:00,-0.12750739,-0.14607927,-0.15331048,-0.12382454,-0.14786744
2022-11-30 21:00:00+00:00,-0.1196768,-0.13670051,-0.14583942,-0.11832991,-0.14140168
2022-11-30 22:00:00+00:00,-0.11198425,-0.1266309,-0.13884827,-0.1122784,-0.13520053
2022-11-30 23:00:00+00:00,-0.10464993,-0.116550505,-0.13231966,-0.10550973,-0.12965521
2022-12-01 00:00:00+00:00,-0.09649128,-0.10657832,-0.12546113,-0.09608966,-0.120465666
2022-12-01 01:00:00+00:00,-0.08661419,-0.09441131,-0.11634132,-0.08650866,-0.10727057
2022-12-01 02:00:00+00:00,-0.075600386,-0.078142256,-0.10567033,-0.077794075,-0.092856675
2022-12-01 03:00:00+00:00,-0.06438276,-0.060222775,-0.094673276,-0.06946924,-0.07994363
2022-12-01 04:00:00+00:00,-0.052959085,-0.04382986,-0.08327234,-0.060578197,-0.06796771
2022-12-01 05:00:00+00:00,-0.041461945,-0.03200066,-0.0721257,-0.05053249,-0.05580336
2022-12-01 06:00:00+00:00,-0.028636396,-0.021810353,-0.061735243,-0.03954774,-0.041400254
2022-12-01 07:00:00+00:00,-0.015509903,-0.012794822,-0.051439166,-0.026442409,-0.025458515
2022-12-01 08:00:00+00:00,-0.002487719,-0.00273031,-0.037161797,-0.011288196,-0.0084783435
2022-12-01 09:00:00+00:00,0.014060497,0.010638297,-0.018991172,0.0052265227,0.009632111
2022-12-01 10:00:00+00:00,0.036657155,0.026708305,0.0028809905,0.023387104,0.03134191
2022-12-01 11:00:00+00:00,0.061523795,0.05046791,0.02785486,0.04530254,0.054927528
2022-12-01 12:00:00+00:00,0.08497131,0.08138162,0.05315268,0.0690085,0.07725853
2022-12-01 13:00:00+00:00,0.10049987,0.09892267,0.0726338,0.08921555,0.09038198
2022-12-01 14:00:00+00:00,0.111504674,0.106390536,0.08671361,0.099843234,0.09599441
2022-12-01 15:00:00+00:00,0.11610341,0.10983372,0.09288013,0.103655666,0.09523314
2022-12-01 16:00:00+00:00,0.11039859,0.09913033,0.085407436,0.09461442,0.087150514
2022-12-01 17:00:00+00:00,0.092325926,0.070899725,0.06533986,0.07422128,0.07282257
2022-12-01 18:00:00+00:00,0.06256449,0.033793032,0.039674103,0.050032645,0.05033505
2022-12-01 19:00:00+00:00,0.033859193,1.7285347e-05,0.014409542,0.025125414,0.026343286
2022-12-01 20:00:00+00:00,0.007872224,-0.029120982,-0.010184228,-0.0014198124,0.002146721
2022-12-01 21:00:00+00:00,-0.013160497,-0.052232206,-0.03488949,-0.027962476,-0.022075057
2022-12-01 22:00:00+00:00,-0.036848247,-0.071692854,-0.06103301,-0.05465883,-0.047884524
2022-12-01 23:00:00+00:00,-0.061458886,-0.08989748,-0.083503395,-0.07829127,-0.073527604
2022-12-02 00:00:00+00:00,-0.085024625,-0.10626423,-0.10379973,-0.09784359,-0.093809426
2022-12-02 01:00:00+00:00,-0.103396505,-0.117551,-0.11916891,-0.11095002,-0.10143474
2022-12-02 02:00:00+00:00,-0.12018061,-0.12580326,-0.13245416,-0.12044743,-0.11711979
2022-12-02 03:00:00+00:00,-0.13375646,-0.13149461,-0.14453292,-0.12701523,-0.13175148
2022-12-02 04:00:00+00:00,-0.1432741,-0.13675022,-0.15425435,-0.13242021,-0.14299828
2022-12-02 05:00:00+00:00,-0.1501627,-0.14256033,-0.16090396,-0.1379672,-0.15066576
2022-12-02 06:00:00+00:00,-0.15440822,-0.14787468,-0.16502124,-0.14339113,-0.15445659
2022-12-02 07:00:00+00:00,-0.15874371,-0.15383479,-0.16780141,-0.14922002,-0.15883064
2022-12-02 08:00:00+00:00,-0.16261905,-0.16038007,-0.16997656,-0.15510857,-0.16297737
2022-12-02 09:00:00+00:00,-0.1664075,-0.16753566,-0.1718772,-0.15771016,-0.16690573
2022-12-02 10:00:00+00:00,-0.1699023,-0.1742768,-0.1738154,-0.15960112,-0.17026919
2022-12-02 11:00:00+00:00,-0.17308155,-0.18033904,-0.1758447,-0.16151893,-0.173284
2022-12-02 12:00:00+00:00,-0.17608723,-0.18485406,-0.17868176,-0.16357857,-0.17648503
2022-12-02 13:00:00+00:00,-0.17914355,-0.1878115,-0.182877,-0.1662902,-0.18025005
2022-12-02 14:00:00+00:00,-0.18145889,-0.19114715,-0.18674812,-0.16869366,-0.18416813
2022-12-02 15:00:00+00:00,-0.18286541,-0.1942105,-0.19010046,-0.1702789,-0.18789163
2022-12-02 16:00:00+00:00,-0.18310219,-0.1955091,-0.19303173,-0.17094558,-0.1907455
2022-12-02 17:00:00+00:00,-0.18269742,-0.19634467,-0.19482091,-0.17104727,-0.19266006
2022-12-02 18:00:00+00:00,-0.1817013,-0.19630766,-0.19554058,-0.17095158,-0.1935992
2022-12-02 19:00:00+00:00,-0.18020687,-0.19470277,-0.19573948,-0.17045423,-0.1939567
2022-12-02 20:00:00+00:00,-0.17843267,-0.19199273,-0.19590974,-0.17012405,-0.19412908
2022-12-02 21:00:00+00:00,-0.17625293,-0.18926573,-0.19619074,-0.16878134,-0.1940547
2022-12-02 22:00:00+00:00,-0.17344454,-0.187466,-0.19480726,-0.16655606,-0.19349682
2022-12-02 23:00:00+00:00,-0.16950828,-0.18512064,-0.1926429,-0.16316816,-0.19217399
2022-12-03 00:00:00+00:00,-0.16470358,-0.18287644,-0.18965253,-0.15928444,-0.18998611
2022-12-03 01:00:00+00:00,-0.15967566,-0.18050075,-0.18571791,-0.15531689,-0.18674403
2022-12-03 02:00:00+00:00,-0.15454361,-0.1766068,-0.180843,-0.151369,-0.18314171
2022-12-03 03:00:00+00:00,-0.15042698,-0.17234674,-0.17562836,-0.14786991,-0.1788955
2022-12-03 04:00:00+00:00,-0.14724532,-0.16752219,-0.17122376,-0.1449793,-0.17515054
2022-12-03 05:00:00+00:00,-0.14459336,-0.1633456,-0.16838309,-0.14221957,-0.17222258
2022-12-03 06:00:00+00:00,-0.14260384,-0.1598812,-0.16637817,-0.13982382,-0.16977528
2022-12-03 07:00:00+00:00,-0.14096838,-0.157361,-0.16438529,-0.13793969,-0.1671798
2022-12-03 08:00:00+00:00,-0.13961142,-0.15569311,-0.16290608,-0.1365341,-0.1645624
2022-12-03 09:00:00+00:00,-0.13836104,-0.15483859,-0.1619072,-0.13524628,-0.1620802
2022-12-03 10:00:00+00:00,-0.1369085,-0.1539684,-0.16073215,-0.13423842,-0.15993544
2022-12-03 11:00:00+00:00,-0.13577288,-0.1540038,-0.16018462,-0.13332531,-0.15810075
2022-12-03 12:00:00+00:00,-0.1346935,-0.1538473,-0.15996993,-0.13186169,-0.15635741
2022-12-03 13:00:00+00:00,-0.1335094,-0.15351272,-0.15931934,-0.1299668,-0.15458229
2022-12-03 14:00:00+00:00,-0.13154253,-0.15298724,-0.1582205,-0.12767282,-0.15238547
2022-12-03 15:00:00+00:00,-0.12821954,-0.15094978,-0.15645772,-0.12466866,-0.14829409
2022-12-03 16:00:00+00:00,-0.12471649,-0.14879286,-0.1546349,-0.12139088,-0.1438855
2022-12-03 17:00:00+00:00,-0.12032518,-0.14561972,-0.15212959,-0.117590696,-0.13852844
2022-12-03 18:00:00+00:00,-0.115228206,-0.14174387,-0.14890927,-0.11321476,-0.13259986
2022-12-03 19:00:00+00:00,-0.10878426,-0.1373448,-0.14458731,-0.108098865,-0.12513244
2022-12-03 20:00:00+00:00,-0.10210934,-0.13270879,-0.13960657,-0.10254976,-0.116877854
2022-12-03 21:00:00+00:00,-0.09551799,-0.12831938,-0.13387349,-0.09709296,-0.10856995
2022-12-03 22:00:00+00:00,-0.08917287,-0.12380767,-0.12715513,-0.0918138,-0.09971818
2022-12-03 23:00:00+00:00,-0.083308995,-0.11931348,-0.12078267,-0.08684209,-0.0914419
2022-12-04 00:00:00+00:00,-0.07777065,-0.114739805,-0.115060985,-0.082417935,-0.08402681
2022-12-04 01:00:00+00:00,-0.072924435,-0.109592944,-0.11036208,-0.078131706,-0.07775986
2022-12-04 02:00:00+00:00,-0.06860191,-0.10448629,-0.10596299,-0.07392275,-0.07269871
2022-12-04 03:00:00+00:00,-0.06442961,-0.099660814,-0.10146773,-0.07051146,-0.06816065
2022-12-04 04:00:00+00:00,-0.06056696,-0.09542772,-0.09708822,-0.067380965,-0.06413698
2022-12-04 05:00:00+00:00,-0.057092518,-0.09229979,-0.09317857,-0.06466249,-0.06102401
2022-12-04 06:00:00+00:00,-0.05443272,-0.08961254,-0.090072095,-0.06260282,-0.05819577
2022-12-04 07:00:00+00:00,-0.053308755,-0.08725312,-0.0885188,-0.06120479,-0.056630433
2022-12-04 08:00:00+00:00,-0.052692473,-0.08489025,-0.08760348,-0.059762806,-0.055616826
2022-12-04 09:00:00+00:00,-0.05177012,-0.082239866,-0.086527914,-0.058076352,-0.05452025
2022-12-04 10:00:00+00:00,-0.050836086,-0.079449475,-0.085496396,-0.05651799,-0.053819418
2022-12-04 11:00:00+00:00,-0.049553424,-0.07544625,-0.08467552,-0.05478543,-0.05314222
2022-12-04 12:00:00+00:00,-0.048382044,-0.071228236,-0.083667964,-0.05243671,-0.052271187
2022-12-04 13:00:00+00:00,-0.046951205,-0.06650394,-0.08227146,-0.049626887,-0.051195264
2022-12-04 14:00:00+00:00,-0.045802534,-0.061158597,-0.08071548,-0.046785176,-0.05028844
2022-12-04 15:00:00+00:00,-0.044784963,-0.05572337,-0.07947284,-0.043942362,-0.04969272
2022-12-04 16:00:00+00:00,-0.04406804,-0.05060622,-0.078431696,-0.04169321,-0.049866617
2022-12-04 17:00:00+00:00,-0.0444583,-0.04639131,-0.07804814,-0.04072392,-0.05143422
2022-12-04 18:00:00+00:00,-0.046624213,-0.043251902,-0.07883328,-0.041977853,-0.05518654
2022-12-04 19:00:00+00:00,-0.048276693,-0.04258108,-0.08137834,-0.044161707,-0.05863282
2022-12-04 20:00:00+00:00,-0.05124855,-0.045164347,-0.0854812,-0.047385246,-0.063002795
2022-12-04 21:00:00+00:00,-0.055477917,-0.049693793,-0.09019196,-0.051716477,-0.0673947
2022-12-04 22:00:00+00:00,-0.059630126,-0.05475238,-0.09491891,-0.055360824,-0.071662396
2022-12-04 23:00:00+00:00,-0.064094216,-0.059906334,-0.09909424,-0.058477074,-0.075914115
2022-12-05 00:00:00+00:00,-0.06720725,-0.062271148,-0.10109028,-0.061401308,-0.07889348
2022-12-05 01:00:00+00:00,-0.07014656,-0.062968284,-0.10296178,-0.06399372,-0.08239341
2022-12-05 02:00:00+00:00,-0.07208261,-0.06311706,-0.104222536,-0.06666657,-0.08548021
2022-12-05 03:00:00+00:00,-0.07422033,-0.06301132,-0.10537171,-0.069532186,-0.088737845
2022-12-05 04:00:00+00:00,-0.076327085,-0.0625712,-0.10679588,-0.072487235,-0.09206787
2022-12-05 05:00:00+00:00,-0.077304155,-0.061090916,-0.10800153,-0.07459837,-0.09432438
2022-12-05 06:00:00+00:00,-0.077034205,-0.05892548,-0.10850668,-0.07539132,-0.094803005
2022-12-05 07:00:00+00:00,-0.07740486,-0.057813466,-0.10804725,-0.076113075,-0.09576017
2022-12-05 08:00:00+00:00,-0.077352315,-0.05571693,-0.10653955,-0.076289386,-0.09602225
